Date,nps,Comment
3/14/23 16:44,9,Buenos precios y fácil navegación.
3/14/23 16:41,10,RAPIDEZ
3/14/23 16:38,10,eS MUY SENCILLO
3/14/23 16:33,10,muy buen servicio
3/14/23 16:33,10,Es rápido y fácil de realizar
3/14/23 16:32,10,Hasta ahorita todo bien.
3/14/23 16:30,9,n/a
3/14/23 16:28,10,"ES MUY FACIL DE USAR, CON LA INFORMACION SUPER CLARA"
3/14/23 16:25,10,TODO BIEN
3/14/23 16:24,9,por que es un proceso practico y rápido
3/14/23 16:24,10,sencillo
3/14/23 16:23,10,RAPIDEZ
3/14/23 16:22,10,EXCELENTE
3/14/23 16:18,9,es mas rapido
3/14/23 16:17,10,Mis asientos
3/14/23 16:10,9,buen servicio
3/14/23 16:06,9,Porque me pareció más o menos fácil para que lo hagan personas de 3a. edad.
3/14/23 16:05,10,bien todo
3/14/23 16:03,10,muy fácil y rápidp.
3/14/23 15:59,10,POR RAPIDO
3/14/23 15:56,10,FACILIDAD EN EL PROCESO
3/14/23 15:54,10,POR EL BUEN SERVICIO
3/14/23 15:48,10,Por el precio y la flexibilidad
3/14/23 15:47,10,gr
3/14/23 15:41,10,Facilidad
3/14/23 15:40,10,muy intuitiva
3/14/23 15:35,9,procesos sencillos
3/14/23 15:19,10,es más fácil y rápido
3/14/23 15:13,9,OK
3/14/23 15:10,10,MAS RAPIDO Y FACIL
3/14/23 14:58,9,todo bien
3/14/23 14:47,10,facilitar
3/14/23 14:32,10,por la facilidad de realizar cualquier proceso
3/14/23 14:29,10,todo excelente
3/14/23 14:25,10,facil
3/14/23 13:56,10,EFICIENTE Y EFICAZ!
3/14/23 13:45,9,.
3/14/23 13:34,10,Es fácil
3/14/23 13:01,10,Es un proceso rápido y eficiente
3/14/23 11:14,10,rapido
3/14/23 8:23,10,costos accesibles
3/14/23 6:43,10,me gusta
3/14/23 6:26,10,muy facil y rapido
3/14/23 5:27,10,es fácil y rápido
3/14/23 5:16,10,BUEN SERVICIO
3/14/23 5:13,10,MUY FACIL
3/14/23 5:10,10,MUY RAPIDO
3/14/23 5:08,10,BUEN SERVICIO Y FACIL
3/14/23 4:53,9,Rapidez
3/14/23 4:52,10,son buenos
3/14/23 4:48,10,PRECIO
3/14/23 4:23,10,Es facil buscar
3/14/23 4:17,10,Excelente servicio
3/14/23 4:04,10,fácil y rápido
3/14/23 3:53,10,Eficiencia
3/14/23 3:32,10,GRACIAS
3/14/23 3:26,10,Servicio y Check in inmediato. Gracias
3/14/23 3:23,9,Para agilizar el trámite
3/14/23 3:14,10,facil
3/14/23 3:12,10,FACIL
3/14/23 3:09,10,muy bueno
3/14/23 3:08,10,facil y rapido
3/14/23 2:57,10,Fácil y rápido
3/14/23 2:31,10,Servicio
3/14/23 2:29,10,rapidez
3/14/23 2:25,10,Es un proceso muy agil y facil de realizar
3/14/23 2:11,10,EFICIENCIA
3/14/23 2:03,10,Buen atencion por parte de su personal
3/14/23 1:59,10,ES rapido
3/14/23 1:49,10,POR EL SERVICIO Y FACILIDADES EN LOS TRÁMITES
3/14/23 1:45,9,Por sencillo y claro
3/14/23 1:43,10,Sencillo y claro
3/14/23 1:28,10,super rapido
3/14/23 1:25,10,Facil
3/14/23 1:23,9,buen servicio
3/14/23 1:20,9,facil de usar
3/14/23 1:09,9,Buen servicio
3/14/23 1:04,9,POR ECONOMICO
3/14/23 0:58,10,Por ser muy práctico
3/14/23 0:53,10,vuelos accesibles
3/14/23 0:45,10,Easy to follow and use
3/14/23 0:32,10,Porque es práctico
3/14/23 0:31,10,Fácil de realizar
3/14/23 0:25,10,muy buen servicio
3/14/23 0:12,10,Practico
3/14/23 0:11,10,porque son excelentes
3/14/23 0:05,10,rapidez
3/14/23 0:02,10,MUY RAPIDO
3/13/23 23:53,10,Rapido y facil
3/13/23 23:27,10,TE AHORRAN TIEMPO EN EL AEROPÚERTO
3/13/23 23:27,10,eficiencia
3/13/23 23:26,10,OK
3/13/23 23:24,9,muy amigable
3/13/23 23:19,10,EXCELENTE SERVICIO
3/13/23 23:16,10,por guapos
3/13/23 23:14,10,ES SENCILLO EL PROCEDIMIENTO
3/13/23 23:12,9,comlicada un poco
3/13/23 23:05,10,Rapidez y eficiencia
3/13/23 22:58,10,es muy facil
3/13/23 22:57,10,facil
3/13/23 22:55,9,por eficientes
3/13/23 22:53,9,ES BUENO
3/13/23 22:53,10,es muy sencillo realizar el checkin
3/13/23 22:51,10,Todo muy fácil y sencillo.
3/13/23 22:39,10,Excelente opción que facilita el viaje
3/13/23 22:32,10,EXCELENTE SERVICIO
3/13/23 22:31,9,PORQUE ES FACIL DE HACER
3/13/23 22:27,9,por la rapidez
3/13/23 22:22,10,muy funcional
3/13/23 22:18,9,ESTA MUY EXTENSO
3/13/23 22:09,10,Muy sencilla
3/13/23 22:06,10,rapidez
3/13/23 22:02,10,rapidez
3/13/23 22:00,10,Es rápido
3/13/23 22:00,10,SENCILLO Y RAPIDO EL PROCESO
3/13/23 21:56,10,por su rapidez
3/13/23 21:55,10,por su maravillosa eficacia
3/13/23 21:51,10,MUY PRACTICO Y RAPIDO
3/13/23 21:37,10,servicio
3/13/23 21:35,10,es mejor
3/13/23 21:32,10,.
3/13/23 21:25,10,Precio y facilidad en la reserva
3/13/23 21:17,9,"es facil la compra y hacer el check in en linea, solo espero el servicio en el aeropuerto sea igual"
3/13/23 21:15,10,es muy practico
3/13/23 21:03,10,Es muy fácil y accesible
3/13/23 21:00,10,es rapido!
3/13/23 20:52,9,POR LA BUENA ATENCIÓN
3/13/23 20:52,10,FUE TRAMTE RAPIDO
3/13/23 20:50,10,por económicos y puntuales
3/13/23 20:48,9,MUY BUENO
3/13/23 20:44,10,exelente
3/13/23 20:32,10,MUY BIEN
3/13/23 20:25,10,MUY BUENO
3/13/23 20:19,10,Sin comemntarios
3/13/23 20:10,9,es muy como volar
3/13/23 20:06,9,Por su servicio
3/13/23 20:06,10,Es muy rapida y segura la atencion en linea. Gracias
3/13/23 20:00,10,Muy versátil y rápido
3/13/23 19:51,10,todo muy fácil de hacer
3/13/23 19:47,9,Estoy teniendo buenas experiencias volando con VIVA aerobus
3/13/23 19:46,9,agilidad en el trámite
3/13/23 19:43,10,rapidez
3/13/23 19:41,10,por comodidad
3/13/23 19:38,10,Muy facil y rapido
3/13/23 19:37,10,BIEN
3/13/23 19:33,10,Facil y accesible
3/13/23 19:31,10,ES SENCILLO EL PROCEDIMIENTO
3/13/23 19:25,10,BUEN SERVICIO
3/13/23 19:20,10,por el servicio que me brindan
3/13/23 19:18,10,100
3/13/23 19:13,10,gracias
3/13/23 19:13,10,nos han dado muy buen servicio
3/13/23 19:10,9,AGILIDAD
3/13/23 19:10,10,MUY SENCILLO Y RAPIDO
3/13/23 19:07,10,EXCELENTE AEROLINEA
3/13/23 19:03,10,SI
3/13/23 18:55,10,PORQUE SON BUENOS
3/13/23 18:50,10,Rapido
3/13/23 18:43,10,Siempre muy clara la informacion y rapido el servicio
3/13/23 18:37,10,POR EFICIENTE
3/13/23 18:36,10,facila y rapido
3/13/23 18:36,10,No tiene problemas.
3/13/23 18:33,10,todo facil
3/13/23 18:33,9,Porque facilita hacer el Check in rápido
3/13/23 18:32,10,Eficaz
3/13/23 18:31,9,.
3/13/23 18:28,10,fecil y rapido
3/13/23 18:26,9,EFICIENTE
3/13/23 18:25,10,Buena pagina
3/13/23 18:21,10,por los precios accesibles
3/13/23 18:19,10,ES FACIL Y RAPIDO
3/13/23 18:15,10,"FACILIDAD DE TRAMITE Y SERVICIO AMABLE, INCREIBLES TARIFAS"
3/13/23 18:13,10,facil
3/13/23 18:09,10,TODO BIEN
3/13/23 18:00,10,BUEN SERVICIO Y AHORRAS TIEMPO
3/13/23 17:57,10,es eficiente y la informacion es clara
3/13/23 17:51,10,Ok
3/13/23 17:49,9,Muy fácil y rapido
3/13/23 17:49,10,facilidad
3/13/23 17:48,10,Excelente servicio en todo.
3/13/23 17:48,10,Es sencillo y claro
3/13/23 17:47,10,NOS FACILITA EL TIEMPO DE TRASLADO
3/13/23 17:43,10,por rapidez y guiarnos en lina para facilitar el proseso
3/13/23 17:43,10,facil y rápido
3/13/23 17:38,10,Gracias
3/13/23 17:37,9,Es fácil
3/13/23 17:37,9,esamigable
3/13/23 17:35,10,es mas rapido y comodo
3/13/23 17:33,10,rápido y sencillo
3/13/23 17:25,10,Muy amigable
3/13/23 17:23,10,PORQUE ES UN PROCESO CLARO
3/13/23 17:22,9,por practicidad
3/13/23 17:19,10,Rápido
3/13/23 17:14,10,ME GUSTA VIAJAR
3/13/23 17:12,10,.
3/13/23 17:11,10,:)
3/13/23 17:08,10,Fué muy sencillo
3/13/23 17:08,10,MUY SENCILLO
3/13/23 17:06,10,na
3/13/23 17:04,10,Precio
3/13/23 17:04,10,muy amigable la pag.
3/13/23 16:53,10,"FACIL MANEJO DEL TRÁMITE, PROPORCIONAN LA INFORMACIÓN NECESARIA."
3/13/23 16:52,10,Rapidísimo
3/13/23 16:49,10,Todo ha sido muy facil para mi viajando con Viva hasta este momento.
3/13/23 16:48,9,Rapidez
3/13/23 16:43,9,Muy bueno
3/13/23 16:42,10,ES MUY RAPIDO Y EFICIENTE
3/13/23 16:42,10,Excelente precio y servicioç
3/13/23 16:42,9,por la rapidez
3/13/23 16:34,10,es muy facil
3/13/23 16:28,10,ES RÁPIDA Y DE FACIL ENTENDIMIENTO
3/13/23 16:26,10,fácil y rápido
3/13/23 16:26,10,sencillez
3/13/23 16:24,10,por que fue rapido hacerlo
3/13/23 16:18,10,Muy fácil
3/13/23 16:18,10,Por el servicio
3/13/23 16:03,10,Fácil y Rápida
3/13/23 15:56,10,"calidad, claridad y rapidez en el servicio"
3/13/23 15:50,10,muy amigable
3/13/23 15:48,10,POR EXCELENTE SERVICIO
3/13/23 15:47,10,"PRECIOS, ACCESIBLES Y COMODIDAD"
3/13/23 15:45,9,Es práctico y fácil
3/13/23 15:43,9,muy organizados
3/13/23 15:41,10,Servicio rápido
3/13/23 15:33,10,seriedad
3/13/23 15:17,9,TODO ES MUY SENCILLO
3/13/23 15:04,9,SI
3/13/23 14:58,9,Es rápido y útil
3/13/23 14:41,9,muy efectiva
3/13/23 14:41,10,fue agil y rapido
3/13/23 14:34,10,Fue muy rapido y no fallo
3/13/23 14:28,10,ok
3/13/23 14:16,10,BUEN SERVICIO
3/13/23 14:12,10,Buen servicio
3/13/23 14:08,10,"es seguro, sencillo y facil"
3/13/23 13:49,10,ES MUY SENCILLO Y AHORROS TIEMPO EN EL AEROPUERTO
3/13/23 7:25,10,too muy bien
3/13/23 7:08,9,por rapida y eficienbte
3/13/23 6:54,10,muy veloz
3/13/23 6:47,9,es bueno
3/13/23 6:09,10,Rapidez y eficiencia
3/13/23 5:43,10,Buen servicio y buenos precios
3/13/23 5:25,10,MUY RAPIDO
3/13/23 5:00,9,Rapido
3/13/23 4:57,9,rapidez
3/13/23 4:30,9,es muy fácil
3/13/23 4:13,10,POR PRÁCTICO Y RÁPIDO
3/13/23 4:09,10,BYE
3/13/23 4:04,10,Rápido y facil
3/13/23 3:57,10,claridad y rapidez
3/13/23 3:04,10,muy fácil
3/13/23 3:03,10,BUEN SERVICIO
3/13/23 3:00,10,excelente servicio
3/13/23 2:58,10,"Todo muy bien, solo una pregunta ¿Por qué quitaron la opción de multidestino?  por que para las personas que vivimos en el Bajío, era más práctico ver qué vuelo se adapta de acuerdo a los tiempos de cada persona,. es más fácil comprarlos en una sola reservación, ya que por ejemplo, si el vuelo que sale de Querétaro, no se adaptaba a mi salida, tomé mejor el del BJX y me regreso al de Querétaro, y en otra ocasión me he regresado al de Morelia. Porfa Regrésenlo!!!! Es un plus que otra empresa de lowcost ya no ofrece  y eso me gustaba mucho de ustedes. Gracias y bonito día."
3/13/23 2:39,9,facil y rapido
3/13/23 2:38,10,porque si
3/13/23 2:27,10,Es muy fácil de usar
3/13/23 2:09,9,ES UN BUEN SERVICIO
3/13/23 1:58,10,Es muy fácil
3/13/23 1:42,10,SON EFICIENTES
3/13/23 1:35,9,Rapido y sencillo
3/13/23 1:16,10,facil
3/13/23 0:18,10,LA PÁGINA ES MUY CLARA
3/12/23 23:51,10,es facil
3/12/23 23:43,9,PORQUE TIENE MAS OPCIONES
3/12/23 23:41,10,Es muy rápido y eficiente
3/12/23 23:32,10,Si
3/12/23 23:31,9,no me llegan los voletos de vuelo y mañana a primera hora es mi vuelo
3/12/23 23:26,10,FACILIDA
3/12/23 22:40,10,muy fácil
3/12/23 22:18,10,ok
3/12/23 22:13,10,Por que es fácil de realizar
3/12/23 22:05,10,Muy Sencillo el Proceso.
3/12/23 21:39,10,muy practico y rapido
3/12/23 21:38,10,EXCELENTE SERVICIO
3/12/23 21:35,10,me han ayudado mucho en apoyarme al traslado de mis papas que son adultos mayores
3/12/23 21:22,10,por que yo trabajo en viva
3/12/23 21:19,10,Sistema amigable
3/12/23 21:03,10,EXCELENTE SERVICIO
3/12/23 20:56,9,ES FACIL Y COMODO
3/12/23 20:38,10,El servicio es rapido y atento
3/12/23 20:36,10,MUY RAPIDO SIN COMPLICACIONES
3/12/23 20:36,9,"LE FALTA UN POCO MAS DE CLARIDAD AL PROCESO, PARA DAR CERTEZA DE HACER LOS CORRECTO"
3/12/23 20:25,10,todo ok
3/12/23 20:09,9,ES MAS RAPIDO QUE ANTES
3/12/23 20:09,9,POR FACILIDAD
3/12/23 19:50,10,Esta rapido
3/12/23 19:40,10,esta rapido y sencillo
3/12/23 19:30,10,FACIL NAVEGACION EN LA PAGINA
3/12/23 19:29,10,Sencillo
3/12/23 19:25,10,POR RAPIDO Y FACIL
3/12/23 19:20,10,Fácil de utilizar
3/12/23 19:13,10,cool
3/12/23 18:59,10,SEGURIDAD Y RAPIDEZ
3/12/23 18:54,10,BUEN SERVICIO
3/12/23 18:36,10,"Por la atención y servicio, la navegación es clara y entendible"
3/12/23 18:20,10,adecuada respuesta en su sistema de reservas
3/12/23 18:13,10,MUY FACIL
3/12/23 18:07,9,ok
3/12/23 17:27,10,"FUE MUY FACIL HACER CHECK IN, GRACIAS"
3/12/23 17:23,10,BUEN SERVICIO Y  PROMOCIONES
3/12/23 17:00,10,muy facil de realizarlo
3/12/23 16:54,10,Por la eficacia que ofrecen en los productos.
3/12/23 16:54,10,FACIL Y RAPIDO
3/12/23 16:46,10,.
3/12/23 16:44,10,muy rapida y amigable la pagina
3/12/23 16:43,10,muy bueno felicidades
3/12/23 16:35,10,MUY RAPIDO Y ENTENDIBLE
3/12/23 15:45,10,Excelente servicio
3/12/23 15:35,10,Por su facilidad de uso y ambiente friendly
3/12/23 15:28,10,RECOMENDABLE
3/12/23 15:24,10,Muy rapido y facil de realizar
3/12/23 15:14,10,Buen servicio
3/12/23 14:48,10,muy agil y rapido
3/12/23 14:40,10,página web fácil y rápida
3/12/23 14:33,10,Muy facil de realizarlo
3/12/23 9:17,10,RAPIDO Y EFICIENTE
3/12/23 6:19,9,REDUCIR LOS PASOS
3/12/23 6:12,9,Es rápido y amigable
3/12/23 6:08,10,muy rapido
3/12/23 5:27,9,-
3/12/23 5:27,10,Si claro.... pero cuando esta uno por bordar si falta mas organización...
3/12/23 4:47,9,Muy sencillo usar la interfaz
3/12/23 4:12,10,Facil y rapido
3/12/23 4:01,10,fácil y rápido
3/12/23 3:53,10,Es rápido
3/12/23 3:28,10,RAPIDEZ Y SENCILLEZ
3/12/23 2:43,10,Esta muy claro
3/12/23 2:34,10,exelencia
3/12/23 2:29,9,SERVICIO RAPIDO
3/12/23 2:14,10,MUY RAPIDO Y ACCESIBLE
3/12/23 1:52,9,VER O SER MAS FACIL VER LOS PROXIMOS VIAJES CONTRATADOS
3/12/23 1:52,9,Es muy fácil y ágil
3/12/23 1:47,9,buen servicio
3/12/23 1:31,10,Es muy facil hacer el check in en este portal
3/12/23 0:59,10,ok
3/12/23 0:56,9,A fuerzas quieren que paguemos asientos
3/12/23 0:52,10,MUY BUEN SERVICIOI
3/12/23 0:45,10,BUEN SERVICIO
3/12/23 0:27,9,TIENE VUELOS HACIA MI ESTADO DE FORMA DIRECTA
3/12/23 0:19,9,"ES MUY AMIGABLE Y ME AHORRA FILES, GENERALMENTE ES CONFIABLE"
3/12/23 0:18,10,muy bien
3/12/23 0:14,10,FACIL
3/12/23 0:13,10,EFICIENCIA Y ECONOMIA
3/11/23 23:59,10,buen aerolinea
3/11/23 23:58,10,POR QUE NOS GUSTA VIAJAR CON USTEDES
3/11/23 23:49,10,BUEN SERVICIO
3/11/23 23:48,9,ES MUY AMIGABLE
3/11/23 23:36,10,todo bien
3/11/23 23:25,10,buen servicio
3/11/23 23:02,10,Todo Excelente
3/11/23 22:46,10,facil manejo pagina
3/11/23 22:36,10,todo bien
3/11/23 22:28,9,todo fue sencillo
3/11/23 22:24,9,EFICIENTE
3/11/23 22:22,10,EFICIENTE SERVICIO
3/11/23 22:08,10,Practica
3/11/23 22:03,10,Facilidad y rapidez para escoger vuelos
3/11/23 21:54,9,SERVICIO
3/11/23 21:41,10,Se ahorra mucho tiempo
3/11/23 21:31,9,Fue rápido
3/11/23 21:25,10,por que es una buena aerolínea
3/11/23 21:20,9,facilidad
3/11/23 21:05,9,FACIL
3/11/23 20:58,10,Gracias
3/11/23 20:40,10,ES FACIL Y PRACTICA
3/11/23 20:18,9,buen servicio
3/11/23 20:11,9,GRACIAS
3/11/23 20:04,9,fÁCIL
3/11/23 20:04,9,POR SER MAS PRACTICO
3/11/23 20:03,10,POR RAPIDO
3/11/23 20:02,10,...........
3/11/23 20:00,10,es rapida
3/11/23 19:56,10,es practico.
3/11/23 19:40,9,agil
3/11/23 19:25,10,excelente servicio
3/11/23 19:18,10,Eficiencia
3/11/23 19:14,10,.
3/11/23 18:51,9,muchas opciones de vuelos
3/11/23 18:50,10,fácil de usar
3/11/23 18:33,9,MUY FACIL DE UTILIZAR
3/11/23 18:26,10,eficiencia
3/11/23 18:15,9,FACILIDAD Y RAPIDEZ
3/11/23 18:05,10,"Muy amigable el proceso, felcidades"
3/11/23 18:02,10,Great service
3/11/23 17:57,10,Todo es bastante claro y rápido.
3/11/23 17:52,10,por precio
3/11/23 17:48,10,facilidad
3/11/23 17:45,9,Muy sencillo
3/11/23 17:26,10,excelente servicio
3/11/23 17:25,9,POR LA AGILIDAD
3/11/23 17:21,9,1234SKJFBAKJF
3/11/23 17:18,9,muy util
3/11/23 17:17,10,Excelente servicio
3/11/23 17:15,10,es muy facil
3/11/23 16:52,10,facil
3/11/23 16:51,10,rapido y facil
3/11/23 16:38,10,esta bien para poder apoyar a nuestros padres que no pueden hacer este movimiento
3/11/23 16:33,10,MUY SENCILLLO
3/11/23 16:30,10,APARENTEMENTE ES RAPIDO
3/11/23 16:24,10,Fácil y sencillo
3/11/23 16:16,10,es facil
3/11/23 16:12,9,ok
3/11/23 15:59,10,es mas rapido
3/11/23 15:52,10,Es muy fácil y está clara la información
3/11/23 15:33,9,ES FACIL
3/11/23 15:07,10,por la rapidez con que se puede hacer el check in
3/11/23 14:55,9,ES FACIL
3/11/23 14:48,10,APLICACI[ON AMIGABLE
3/11/23 14:30,10,BUEN SERVICIO Y MUY PRÁCTICO EL CHECK IN EN LA PAGINA DE INTERNET
3/11/23 14:12,9,ES FÁCIL
3/11/23 8:13,10,muy facil
3/11/23 7:17,9,Sin estafas.
3/11/23 6:37,10,muy sencillo de reservar
3/11/23 6:25,10,El proceso es sencillo
3/11/23 6:16,9,CAsi automatico
3/11/23 5:47,10,OK
3/11/23 4:57,10,si
3/11/23 4:47,10,Por su rapidez y agilidad
3/11/23 3:42,10,AGILIZA EL PROCESO
3/11/23 3:41,9,z
3/11/23 3:40,10,precio y calidad
3/11/23 3:32,10,BIEN
3/11/23 3:23,9,Fácil acceso
3/11/23 3:03,10,muy amigable al usuario
3/11/23 3:02,10,Por la atención oportuna
3/11/23 2:52,10,rapidez
3/11/23 2:52,10,super
3/11/23 2:43,10,Es muy facil
3/11/23 2:21,10,MUY RAPIDO
3/11/23 2:20,9,excelentes precios
3/11/23 2:06,10,buen precio y facil tramite
3/11/23 1:58,10,si
3/11/23 1:57,10,Amigable
3/11/23 1:55,10,muy rapido y accesible
3/11/23 1:54,10,EXCELENTE Y FACIL EL CHECK IN
3/11/23 1:53,10,Fácil y rápido
3/11/23 1:48,10,rápido
3/11/23 1:42,10,..................
3/11/23 1:34,10,rapidez y agilidad
3/11/23 1:33,10,por amigable para navegar
3/11/23 1:20,10,servicio muy rápido
3/11/23 0:59,10,MUY BIEN
3/11/23 0:56,9,todo bien
3/11/23 0:52,10,buena
3/11/23 0:51,9,Bueno precios y servicio
3/11/23 0:39,10,Sencillo el sitio web
3/11/23 0:35,10,Pracico
3/11/23 0:33,10,muy sencilla y amigable
3/11/23 0:28,9,TIENEN BUEN SERVICIO
3/11/23 0:27,10,FACIL Y AMIGABLE
3/11/23 0:16,10,Eficiente y economico
3/11/23 0:14,10,SI
3/11/23 0:11,10,Por servicio
3/11/23 0:09,10,FUE MUY FACIL
3/10/23 23:54,10,es practico y facil
3/10/23 23:51,10,Son muy buenos en lo que hacen
3/10/23 23:46,10,por economia
3/10/23 23:28,10,SIEMPRE HE TENIDO BUEN SERVICIO
3/10/23 23:12,10,Es la primera vez que viajo y la verdad su plataforma excelente y sus precios tambien
3/10/23 23:12,10,BIEN
3/10/23 23:01,9,Les quito un punto porque para hacer checkin aun es necesario tener la clave de reservación.
3/10/23 22:59,10,Por la excelencia de su página.
3/10/23 22:45,10,buena asistencia
3/10/23 22:43,10,POR QUE SI
3/10/23 22:43,10,facil el tramite
3/10/23 22:34,10,me encanta viva
3/10/23 22:31,10,muy rapido
3/10/23 22:00,10,La pagina es muy amigable.
3/10/23 21:52,10,la facilidad
3/10/23 21:46,9,RAPIDEZ
3/10/23 21:42,10,ES MUY ACCESIBLE
3/10/23 21:32,10,Eficiencia y claridad.
3/10/23 21:29,10,POR LA MANERA FACIL DE REALIZAR LA OPERACION EN LINEA
3/10/23 21:19,10,FACIL DE USAR
3/10/23 21:14,10,Precio
3/10/23 21:11,10,Por la atención que me otorgan
3/10/23 21:10,10,POR EFICIENTE
3/10/23 21:04,9,es buena
3/10/23 20:55,10,OK
3/10/23 20:42,10,por facil
3/10/23 20:40,10,PRECIO ACCESIBLE
3/10/23 20:38,10,Es sencillo
3/10/23 20:34,9,pOR FAVOR
3/10/23 20:16,10,"ES FACIL HACERLO EN LINEA, GRACIAS"
3/10/23 20:14,10,Rápida y sencilla
3/10/23 19:54,9,Muy buenos
3/10/23 19:52,10,accesible
3/10/23 19:46,10,Agil y practico
3/10/23 19:44,10,:-)
3/10/23 19:34,10,ES FACIL DE USAR
3/10/23 19:27,9,muy práctico
3/10/23 19:25,9,Los precios y es muy amigable la navegación
3/10/23 19:19,10,claro
3/10/23 19:18,10,Rápido y efectivo
3/10/23 19:15,10,accesibilidad
3/10/23 19:11,10,ES MAS RAPIDO
3/10/23 19:01,10,.
3/10/23 18:54,10,muy bien
3/10/23 18:47,9,ES ÁGIL
3/10/23 18:31,10,flexible
3/10/23 18:30,10,ACCESIBLE
3/10/23 18:26,10,FACIL Y RAPIDO
3/10/23 18:23,10,es una buena opcion
3/10/23 18:22,10,facil
3/10/23 18:19,10,muy practica
3/10/23 18:17,10,"es clara las instrucciones, las letras grandes"
3/10/23 18:01,10,es muy sencillo
3/10/23 17:57,10,buen servicio
3/10/23 17:57,10,AMIGABLE
3/10/23 17:51,9,Es muy rapida la pagina y clara
3/10/23 17:30,10,por la rapidez
3/10/23 17:29,9,muy simple hacerlo
3/10/23 17:27,10,EXCELENTE SERVICIO
3/10/23 17:17,9,POR SER RAPIDOS
3/10/23 17:17,10,Tarifas accesibles
3/10/23 17:14,10,Excelente Servicio
3/10/23 16:58,10,por s
3/10/23 16:40,9,es facil
3/10/23 16:36,10,Practico.
3/10/23 16:34,9,Todo bien
3/10/23 16:33,10,RAPIDO
3/10/23 16:25,10,EXCELENTE PAGINA
3/10/23 16:24,10,x
3/10/23 16:14,9,np
3/10/23 16:11,10,FACIL
3/10/23 16:11,10,EFICIENCIA Y ATENCION AL CLIENTE
3/10/23 15:57,9,.
3/10/23 15:57,9,"Tienen un proceso bastante sencillo para el check in, en mi opinion no hay nada en lo que deban mejorar, buen dia!"
3/10/23 15:55,10,Por lo amigable
3/10/23 15:53,10,PRECIOS JUSTOS
3/10/23 15:46,10,super fácil
3/10/23 15:38,9,claridad y diseño
3/10/23 15:21,10,excelente servicio
3/10/23 15:08,10,RAPIDO Y SENCILLO
3/10/23 15:05,10,muy amigable
3/10/23 15:02,10,me gusto el apoyo
3/10/23 14:59,10,comodidad y rapidez
3/10/23 14:40,10,Facilidad
3/10/23 14:34,10,es  facil y practico
3/10/23 14:28,10,Me gusta el servicio
3/10/23 14:25,10,MUY CLARA LA INFORMACION
3/10/23 14:01,9,PRACTICO
3/10/23 13:30,10,Es muy amigable la página para encontrar y navegar en ella.
3/10/23 13:29,10,"Easy checkin, changin from volaris, I hope the experience flying is the same"
3/10/23 12:56,9,"no deben de obligar a que en recomendacion, ya que quiero imprimir mi pase de abordar y me sale otra ves la misma encuesta y ya la habìa mandado"
3/10/23 12:17,10,practico y rapido
3/10/23 10:17,9,Es muy sencillo
3/10/23 7:48,9,facil
3/10/23 6:24,9,gracaias
3/10/23 6:03,9,Muy bueno
3/10/23 5:54,10,todo entendible
3/10/23 5:47,9,BUEN SERVICIO
3/10/23 5:14,9,MUY BUENO
3/10/23 4:54,9,me sirvio.
3/10/23 4:48,9,PROCESO DE COMPRA FACIL
3/10/23 4:43,10,porque son unos genios
3/10/23 4:41,9,FACIL
3/10/23 4:39,10,Vuelo muy cómodo
3/10/23 4:22,10,rápido y fácil
3/10/23 4:00,10,muy bien
3/10/23 3:53,10,es más rápido
3/10/23 3:25,10,exelente
3/10/23 3:10,10,:)
3/10/23 3:02,10,muy sencillo
3/10/23 2:52,10,me encanta viajar en esta aerolinea
3/10/23 2:48,10,todo en orden
3/10/23 2:46,10,Si
3/10/23 2:40,10,ACCESIBLES LOS VUELOS Y EL COSTO
3/10/23 2:35,10,Proceso fácil y rápido
3/10/23 2:30,10,precio
3/10/23 2:19,10,buen servicio
3/10/23 2:18,10,todo bien
3/10/23 2:17,9,AMIGABLE
3/10/23 2:14,10,prontitud en la compra
3/10/23 2:14,9,rapido
3/10/23 2:10,10,facil y sencillo
3/10/23 2:07,9,X
3/10/23 2:06,10,muy facil
3/10/23 2:05,10,son chidos
3/10/23 1:58,10,Gracias
3/10/23 1:38,10,al 100
3/10/23 1:38,9,es bueno
3/10/23 1:30,10,Es sencillo
3/10/23 1:22,10,OK
3/10/23 1:09,10,.
3/10/23 0:57,10,EFICIENTE Y ECONOMICO
3/10/23 0:48,10,Servicio ágil
3/10/23 0:46,10,Por confiables
3/10/23 0:45,10,Fue bastante sencillo
3/10/23 0:44,10,claro y sencillo
3/10/23 0:34,10,buena aerolinea
3/10/23 0:34,10,Muy sencillo
3/10/23 0:31,10,facil denavegar
3/10/23 0:15,10,rapidez
3/10/23 0:04,10,eficiencia
3/10/23 0:00,10,Laptop
3/9/23 23:59,10,amigable
3/9/23 23:59,10,es simple y práctico
3/9/23 23:30,10,Por su seguridad confiable
3/9/23 23:23,10,Por la excelencia de su página.
3/9/23 23:21,9,POR BUEN SERVICIO
3/9/23 23:12,10,son rapidos
3/9/23 23:09,10,excelente servicio
3/9/23 23:08,10,ES MUY RAPIDO
3/9/23 23:04,9,QUE VIVAN LA EXPERIENICIA DEL VUELO
3/9/23 23:03,9,gracias
3/9/23 22:56,10,HA SIDO FACIL
3/9/23 22:45,10,POR EL BUEN SERVICIO
3/9/23 22:39,10,por lo rapido y eficazz
3/9/23 22:27,10,muy bn
3/9/23 22:24,10,Fue sencillo.
