Date,nps,text
2/19/23 4:36,5,bajar los precios
2/19/23 4:26,6,"DEMASIADAS OPCIONES DESPUES DE ELEGIR EL VUELO, ES UN POCO INVASIVO"
2/19/23 4:13,8,Con mas detalle la pagina
2/19/23 4:10,8,MEJORAR PRECIOS.
2/19/23 3:56,7,Poderia haver outras línguas disponíveis (Português)
2/19/23 3:43,0,HACEN TODO PARA QUE LA GENTE PIERDA SU VUELO
2/19/23 3:10,0,Te van cambiando los precios como vas avanzando
2/19/23 2:57,0,mal para pagoss
2/19/23 2:56,1,marca error cada 5 minutos
2/19/23 2:56,7,HACER MAS FACIL ENTENDER LOS COSTOS EXTRAS DEL SERVICIO
2/19/23 2:56,4,Arreglar el sistema de compra y mostrar todos los cargos ocultos en una sola exhibicion.
2/19/23 2:48,7,No me dejaba comprar y aparecia error
2/19/23 2:44,5,X
2/19/23 2:23,7,Varias mejoras al momento de la captura de datos
2/19/23 2:13,8,no me dio opcion de solo documentar maletas de dos pasajeros de los 3 boletos que compre
2/19/23 2:05,6,Mas rapida la pagina
2/19/23 2:05,5,"No me permite pagar el equipaje documentado solo para una persona, lo hace en general"
2/19/23 2:01,1,METODOS DE PAGO
2/19/23 1:34,5,X
2/19/23 1:34,0,Esta de la chingada todo
2/19/23 1:27,3,Como es posible que tenga que crear perfiles extra porque no se pueden modificar
2/19/23 1:15,6,DEERIAN PONER UN APROX DEL COSTO DEL VUELO DESDE EL INICIO
2/19/23 1:15,5,Más promociones
2/19/23 1:03,8,no se
2/19/23 0:57,8,NO AGREGAR TANTOS CARGOS OCULTOS
2/19/23 0:42,8,consejos de como conectar con transporte publico cdmx a toluca
2/19/23 0:42,0,los metodos de pago con tarjeta de credito no sirven
2/19/23 0:42,0,agrega el recuadro donde noooooo quieres comprar el seguro de cancelacion
2/19/23 0:26,8,No comments
2/19/23 0:14,8,Poner el precio del tua desde el principio
2/19/23 0:11,5,"No aparecieron meses sin intereses, y se supone que en VVA light,  dice al principio que es una forma de pago, la escogimos y no estaba activado. Muy MAL"
2/19/23 0:11,2,el boton de pago
2/19/23 0:00,7,GUARDANDO DATOS
2/18/23 23:49,5,too many steps
2/18/23 23:27,0,PARA PAGAR TERRIBLEEEEEEW
2/18/23 23:09,6,La opción de reembolso total es muy dificil de eliminar
2/18/23 23:05,8,NO PONIENDO TANTOS ANUNCIOS SE EQUIVOCA UNO AL SELECCIONAR
2/18/23 23:02,3,Permitiendo realizar pagos con tarjeta debito y credito de Bancolombia.
2/18/23 22:59,8,nmnm
2/18/23 22:56,6,"costo total desde el inicio con todo y tua, asientos y equipajes"
2/18/23 22:52,7,"Hacer mas intuitivo el navegar en pagina, ejemplo, llegar mas rapido la eleccion del viaje cuando lo quiero sencillo"
2/18/23 22:50,8,menos pasos
2/18/23 22:49,0,Vuelos mas baratos plis
2/18/23 22:44,1,Spent several hours trying to book online. Very poor website.
2/18/23 22:42,5,con viva fan me daba precios mas caros
2/18/23 22:40,8,el precio de los asientos es muy caro
2/18/23 22:36,1,Todo. La reserva es extremadamente engorrosa. Es un horror
2/18/23 22:19,7,MUCHAS PUBLICIDAD
2/18/23 22:18,7,DEMASIADA INFORMACIÓN QUE NO SIRVE MUCHO.  Y SE VUELVE CONFUSO
2/18/23 22:12,7,"fue imposible comprarlo por el celular o la app.hasta que llegue a casa y lo compre en la computadara"
2/18/23 21:36,8,MAS VUELOS DEL AIFA; A MAZATLÁN
2/18/23 21:16,0,Todo el proceso de compra hay que estar buscando la forma de que no me metan el chile queriendome cobrar hasta el pinche aire que respiro
2/18/23 20:55,6,Took me 5 tries before I could get a payment through on the website.
2/18/23 20:43,2,no me permitía pagar con mi tarjeta (dos veces) y cuando entré ya estaba reservado el asiento que había seleccionado. No sé si me hicieron el cargo o no la primera vez.
2/18/23 20:38,5,QUE NO SEA TAN ENREDOSO
2/18/23 20:36,5,Pon el costo del TUA desde inicio.
2/18/23 20:25,8,MAS DIDACTICO Y MENOS PUBLICIDAD
2/18/23 20:15,4,Quitaron el combo extra en viajes internacionales y el pago fue un rollo que lo aceptara
2/18/23 20:09,8,los precios por el equipaje
2/18/23 20:00,7,"COBRAR X SELECCIONAR ASIENTO!!MUY MAL"
2/18/23 19:44,8,"es la primera vez que uso el sitio y me costo un poco de trabajo, tuve dudas en varias momentos de la rexpoeriencia. Me gustaría ir viendo el total acumulado del costo todo el tiempo."
2/18/23 19:42,7,"Ser mas claros y no confundir con tantas pasos para tratar de vender. Los procesos que exceden los 3 pasos por lo regular fracasan.Facil y Rapido quiero viajar  ECONOMICO/INTERMEDIO/LO MEJOR con esas 3 opciones la ultima opcion quedara en la responsabilidad de la empresa para exceder las expectativas del cliente; las 2 primeras opciones el cliente acepta que sus expectativas son limitadas."
2/18/23 19:41,3,COMPLICADA
2/18/23 19:38,8,bUENA APP
2/18/23 19:37,8,"No cobren por los asientos. Es un abuso. Qué, ¡vamos a viajar parados?"
2/18/23 19:13,8,Es un muy complicado navegar en la pagina cuando pide que se haga Log In. para ver y usar los puntos o promociones. siempre tomamos la opcion de Guests.
2/18/23 19:09,7,Desde un principio poner el precio del boleto con iva incluido
2/18/23 19:08,0,MUY MALA PLATAFORMA
2/18/23 19:02,5,"es facil, aunque confunden al pasajero con el TUA... agreguen costos"
2/18/23 18:51,0,No pude hacer el pago con mi tarjeta
2/18/23 18:44,4,el tua lo deben ingresar  al principio
2/18/23 18:39,5,"La pagina se traba mucho, no hay tanta facilidad para saber que escoge un lugar siendo discapacitado, parece que no lo seleccioné y es tedioso"
2/18/23 18:35,8,menos opciones
2/18/23 18:29,6,Poniendo el costo total del vuelo desde un inicio
2/18/23 18:29,8,X
2/18/23 18:20,8,no vender publicidad falsa
2/18/23 18:19,8,MAS ESPECIFICA LA PAGINA
2/18/23 17:44,0,no chinguen añadiendo seguros que no queria
2/18/23 17:34,8,I was guessing because I don't read Spanish but it was OK
2/18/23 17:33,7,Lo relativo al pago de asientos
2/18/23 17:31,5,esta declinando boleto muchas veces
2/18/23 17:19,0,Problemas al pagar
2/18/23 17:13,8,"EN UN VIAJE FAMILIAR, RESERVO PARA DOS O MAS PASAGEROS SERIA MAS SENCILLO ELEGIR EL MODO DE VIAJE (LIGHT, EXTRA O SMART) DE FORMA INDIVIDUAL"
2/18/23 17:12,8,COLOCAR LOS PRECIOS REALES CON TODO Y IMPUESTOS
2/18/23 17:03,8,"la pagina esta bien, solo la mala fama que tienen como aerolinea"
2/18/23 16:53,4,No me deja iniciar sesión con mi cuenta de Google
2/18/23 16:50,8,gestionar horarios mas flexibles
2/18/23 16:27,3,"Demasiadas cosas y cargos aparecen por todos lados. Es muy confuso, Quise cambiar los nombres de los pasajeros regresando por la barra superior, pero estos una vez cambiados no se modifican cuando vas avanzando. Muy malo el flujo de información en gral. Al final no entendí por qué aparecieron más cargos sino hasta que ya estaba con la tarjeta. Tardé demasiado en comprar, en Volaris fue solo 10 min, aquí me tardé 30 min además de que es mas caro todo. Seguramente mi vuelo se retrasará así que no espero mucho de ustedes"
2/18/23 16:26,8,Es práctico pero confunde todos los cargos adicionales que se pueden adquirir
2/18/23 16:20,6,Muchos bugs en la pagina que son molestos
2/18/23 16:12,6,"Tiene muchos intentos de hacer cobros adicionales con conceptos o servicios que no son del interés del viajero que solo quiere comprar un boleto de avión, y alentan y dificultad su experiencia de compra con tantos anuncios."
2/18/23 16:07,5,ser mas simple
2/18/23 16:05,6,vuelos muy caros
2/18/23 15:38,8,ofrecen demasiados extras y no deberian agregar nada que luego el cliente tenga que quitar como el seguro de protecciomn
2/18/23 15:27,6,Informacion confusa para el usuario. UX con muchas oportunidades de mejora y transparencia.
2/18/23 14:49,7,"Desde un navegador en una pc es muy fácil, pero el que si esta horrible es su aplicación de teléfono que no es una aplicación si no una simulación para llevarte a un navegador, lo cual lo hace súper incómodo."
2/18/23 14:42,8,no pongan seguros por default y pongan siempre visible el precio total en cada paso como lo hacian antes
2/18/23 14:22,6,MENOS PASOS
2/18/23 9:33,6,Asientos muy caros
2/18/23 9:00,3,Problemas con pago por varios minutos
2/18/23 8:05,8,mejores precios y mas tarjetas con promociones
2/18/23 8:05,8,que los asistentes de vuelo sean mas amables
2/18/23 7:16,7,.
2/18/23 7:04,7,Tiene muchos costos escondidos
2/18/23 6:42,7,"no son muy claras las preguntas, y te revuelven con tantas propuestas de selección de productos"
2/18/23 6:23,6,"HACERLO MAS SIMPLE SIN ESTAR PONIENDO ENLACES ADICIONALES, SOLO UN APARTADO Y QUE UINO ESCOJA EL QUE QUIERA, LO HACEN MUY COMPLICADO Y TARDADO"
2/18/23 6:11,2,malisimo
2/18/23 6:00,0,horrible!
2/18/23 5:58,1,"Es engañoso el comprar el vuelo , las promociones deberían de incluir equipaje y asientos"
2/18/23 5:52,0,en todo
2/18/23 5:34,7,Pongan los precios reales desde un principio como hace aeromexico
2/18/23 5:11,5,"se traba mucho la pagina, hay que intentarle varias veces para que se realice el cobro"
2/18/23 5:09,5,EN EL CALL CENTER NUNCA CONTESTARON
2/18/23 5:09,3,EL SISTEMA ES LENTO Y DIFICIL
2/18/23 5:06,0,mi hermana me trata de la berga
2/18/23 5:06,7,"No añadan proteccion, seleccione NO y de todas manera lo añadio, no esta bien que hagan esas mamadas."
2/18/23 4:52,8,hayas mas opciones de pagos a meses sin interese
2/18/23 4:44,7,"La pagina se me trabo una vez.tuve que volver a abrir otra pestana y volver a poner todos mis datos"
2/18/23 4:40,6,que se guarden los avances
2/18/23 4:20,8,MÁS FÁCIL
2/18/23 4:17,8,Mas promociones y mejores precios.
2/18/23 4:02,0,NO ME ACEOTP MIS PAGO
2/18/23 3:24,2,DEMASIADAS OPCIONES PARA ELEGIR UN BOLETO
2/18/23 3:20,0,SON UNA PORQUERIA DE PAGINA
2/18/23 3:09,7,"ES UN GRAN ROBO, EL COSTO DEL BOLETO ES ACCESIBLE, PERO SUS DICHOSOS COBRO DE CARGO IMPUESTOS, SALE MAS CARO QUE EL PRECIO DEL BOLETO DE AVION, ES UN ROBO"
2/18/23 2:54,8,EN EL CARRITO DE COMPRA SALE UN ADICIONAL AL FINAL CUANDO NO PEDI NADA Y EN NINGUNA PARTE DICE DE QUE ES.
2/18/23 2:48,0,no me dio mi boleto
2/18/23 2:41,3,no tengo idea
2/18/23 2:29,5,no me deja pagar con tarjeta
2/18/23 2:21,8,que sea menos papeleo
2/18/23 2:02,6,hay muchos trucos y al final no es tan barato.
2/18/23 2:01,5,no me dejo pagar con tarjeta de debito
2/18/23 2:01,8,dejar de poner tantos adicionales y dejarlos en una pestaña de opciones especiales para quien lo necesite y sea en menos pasos
2/18/23 1:53,0,NO DEJA PAGAR
2/18/23 1:41,8,Cambian los precios de un momento a otro
2/18/23 1:40,3,se traba muchísimo
2/18/23 1:25,8,OK
2/18/23 1:03,8,se traba y no deja poner todas las tarjetas
2/18/23 1:00,8,MEJORAS TARIFAS
2/18/23 0:55,4,MAS RAPIDEZ. MAS SIMPLE.
2/18/23 0:46,0,not taking payment type
2/18/23 0:44,4,No me permite comprar con mi tarjeta
2/18/23 0:38,8,explicando mejor las cosas
2/18/23 0:29,8,la pagina web
2/18/23 0:26,8,ME EQUIVOQUE LLAME A SERVICIOS AL CLIENTE Y TUVE QUE HACER OTRA CUENTA PORQUE YA NO PUDIERON EDITAR MI NOMBRE
2/18/23 0:16,7,Cobran asiento
2/18/23 0:12,4,van cobrando por todo
2/18/23 0:09,0,"Llevo 3 dias queriendo comprar un vuelo redondo, por eso solo compre el de regreso porque no siorven paara nada, y marco para comprarlo por telefono y me lo venden 2 mil pesos mas caro, no le pierden"
2/18/23 0:06,5,demasiadas opciones
2/18/23 0:02,8,NO SE
2/17/23 23:50,7,simplificar el proceso de compra
2/17/23 23:41,6,Muy mala experiencia te quieren obligar a subir la tarifa y hacen el proceso mas tardado. ya sabemos que comprar y que elegir. deberían hacer la experiencia mejor.
2/17/23 23:41,8,sin tantos agregados
2/17/23 23:31,8,FACIL
2/17/23 23:28,8,RAPIDEZ
2/17/23 23:28,1,No me dejo pagar con mi tarjeta de HSBC Viva
2/17/23 23:26,0,NUNCA
2/17/23 23:06,7,ES MUY LENTA LA RESPUESTA
2/17/23 22:59,8,los precios
2/17/23 22:58,8,precios totales desde el princiiopio
2/17/23 22:56,4,Quitar la parte de extras cada pestaña
2/17/23 22:56,5,precios
2/17/23 22:47,8,MENOS COSTOS ADICIONALES
2/17/23 22:46,0,ya no se puede pagar a MSI con la tarjeta de crédito de viva aerobús :(
2/17/23 22:39,5,Es desesperante que a fuerzas quieran meterle a uno una reservación de hotel y cosas por el estilo.
2/17/23 22:15,4,.
2/17/23 22:11,2,x
2/17/23 22:10,8,"No hacer cargos de cada cosa y solo tener el total del vuelo, es muy molesto que cada avance el importe del vuelo va incrementando."
2/17/23 22:06,5,que la pagina web sea mas amigable... te hace dudar mucho
2/17/23 22:03,8,todo birn
2/17/23 21:55,0,"Demasiada informacion incompleta , los paquetes no estan explicados, recurri a varias llamdas para aclarar mis dudas"
2/17/23 21:51,5,en los pagos falla mucho
2/17/23 21:50,5,en todo
2/17/23 21:41,0,not able to pay - tried two cards
2/17/23 21:38,8,BOLETOS PARA SELECCIONAR ASIENTOS MUY ELEVADOS EN PRECIO
2/17/23 21:33,1,No cobrar asientos
2/17/23 21:20,5,Son demasiadas páginas para poder hacer una compra.
2/17/23 21:20,5,Batalle mucho para el pago
2/17/23 21:18,7,ES UN POCO MOLESTO POR QUE SI NO TE INCRIBES Y DAR ACEPTAR.
2/17/23 21:09,8,cargando imformacion mas rapido
2/17/23 21:00,6,NOS SON ESPECIFICOS EN EL PRECIO
2/17/23 20:55,8,SER UN POCO MAS CLAROS EN LO QUE INCLUYE CADA SERVICIO
2/17/23 20:50,7,Página más amigable
2/17/23 20:49,7,Muy lenta
2/17/23 20:39,4,PREDCIOS MAS ACCESIBLES
2/17/23 20:29,7,No puedo pagar con mis tarjetas de crédito
2/17/23 20:17,8,debería de haber una sección de asientos sin costo adicional
2/17/23 19:59,8,todo bien gsc
2/17/23 19:58,2,No poner tantas opciones de que quieres contratar
2/17/23 19:57,4,muy caros los boletos
2/17/23 19:51,0,NO SALE LA OPCION DE MESES SIN INTERES
2/17/23 19:46,0,"LLEVABA TRES DIAS QUERIENDO COMPRAR MIS VUELOS Y PRIMERO NO SE PODIA AGREGAR EL PESO EXTRA DE 7KG Y LLAME A SU LINEA Y ME DIJERON ESPERA 40 MINUTOS Y LO VUELVES A INTENTAR Y ASI LO HICE PERO SIN ÉXITO, OBVIO CADA DIA QUE PASABA LA TARIFA SUBIA Y TANTO EN LOS BOLETOS QUE SE COMPRARON AYER Y EL DIA DE HOY NINGUNO SE PUDO METER A MESES SIN INTERESES, DECIDI VOLAR DE NUEVO CON USTEDES POR EL SERVICIO YA QUE TIENE 15 DIAS QUE VIAJE Y NO TUVE PROBLEMA ALGUNO Y AHORITA TODO LO CONTRARIO"
2/17/23 19:44,6,mejores precios para emergencias
2/17/23 19:39,7,HAY DEMASIADAS OPCIONES Y TE HACES BOLAS
2/17/23 19:32,0,"Muy lenta, no acepta mi tarjeta de credito."
2/17/23 19:22,1,Desde ayer estoy intentando comprar el vuelo y hasta hoy me dejó :(
2/17/23 19:21,8,me saco del proceso de compra y cuando volvi me salieron mas caros
2/17/23 19:09,8,obtener el precio antes e poner datos del pasajero
2/17/23 19:06,4,ESTA VEZ SE TARDO MUCHO
2/17/23 19:05,2,BATALLE MUCHO PARA RESERVAR ESTAN DE MAL EN PEOR
2/17/23 18:58,0,no deja pagar los tiquetes
2/17/23 18:57,0,Me arrojo varios errores y tuve que hacer la reserva varias veces en diferentes navegadores e intentando con varias tarjetas hasta que funcionó
2/17/23 18:48,5,expilicando que cada asiento tiene un costo antes de aplicar el vuelo
2/17/23 18:48,7,Es demasiado tardado
2/17/23 18:46,8,"Mostrando los costos adicionales desde un principio, sale super caro ya completo y eso siempre decepciona."
2/17/23 18:43,7,Son demasiados pasos
2/17/23 18:35,0,no poner tantos filtros de tarifas extra
2/17/23 18:32,7,"Dar un precio total desde el inicio de la compra ya que hasta por asiento se aumenta el costo y no hay un asiento sin costo, cuando desde un inicio estas pagando por un lugar ni modo que te vayas parado en al avión creo que eso esta mal y es engañoso me gustaría mejoraran esa parte incluir ese costo ya desde inicio entiendo que si quieres un asiento especial tiene costo extra pero un asiento estándar no debería tener un costo extra"
2/17/23 18:18,5,DEMASIADO TRABAJO PARA RESERVAR VUELO. UNA HORA DEBERIA SER MAS RAPIDO
2/17/23 18:13,7,todo bien
2/17/23 18:11,8,poniendo precios de entrada
2/17/23 18:07,7,hay engaños en los precios
2/17/23 18:03,3,Poner solo las cosas báscias. Los adicionales confunde mucho
2/17/23 17:41,7,INTEGRANDO EL TUA AL PRECIO
2/17/23 17:37,0,"Es una mierda, no sirve ninguna forma de pago casi todo el tiempo"
2/17/23 17:30,7,...
2/17/23 17:28,5,Mejorar sus promociones.
2/17/23 17:24,7,No apareen los vuelos en la mañana sino hasta la cuarta pagina... cualquier otra persona pensaria que no hay vuelo a esa hora...
2/17/23 17:23,8,Tiene fallas a la hora de seleccionar las fechas del viaje
2/17/23 17:19,0,"HORRIBLE, MUCHISIMAS PREGUNTAS Y TODO CARISISMO"
2/17/23 17:15,4,Es  muy largo el proceso de compra
2/17/23 17:10,5,No pasaron mis tarjetas de  credito
2/17/23 17:09,8,OK
2/17/23 17:00,6,mucho proceso de agregada de cosas háganlo mas simple porfavor all in o all out
2/17/23 16:57,7,Deberian agregar de una vez en la primer vista el precio del asiento ya que este no se considera y/o no deberia de pagarse porque debe de estar incluido en el impuesto de vuelo
2/17/23 16:48,8,SIN COMENTARIOS
2/17/23 16:40,8,No tengo ni mal ni buen comentario
2/17/23 16:26,8,La velocidad
2/17/23 16:24,0,ESTOY REALIZANDO RESERVACION PARA VUELO A GUADALAJARA EN PROMOCION AGREGO TODOS MIS DATOS DE TARJETA Y ME DICE K LO REINTENTE YA LO REINTENTE TODOS LOS DATOS SON CORRECTOS
2/17/23 16:23,1,"no poniendo un precio y luego al seleccionarlo, se aumenta solo (no hablo de los impuestos por su puesto. ejemplo al seleccionar asiento decia $29, lo selecciono y cambia a $180"
2/17/23 16:22,5,"ME CAMBIO DE UN DIA PARA OTRO LAS TARIFAS DE EQUIPAJE Y A UN COSTO MAS ELEVADO, NISIQUIERA CAMBIANDO FECHAS ME VOLVIO A SALIR Y SE SUPONE PODIA DESGLOSAR MI PAGO A MESES PERO TAMPOCO ME SALIO"
2/17/23 15:59,3,Mejorar todo
2/17/23 15:47,5,Opciones en ingles y mejor es precios
2/17/23 15:43,2,CARO Y SONFUSO
2/17/23 15:37,7,quieren vender muchos muchos extras
2/17/23 15:31,8,Precios muy variables
2/17/23 14:49,0,No me deja hacer la compra
2/17/23 14:29,5,no me salio la opcion de msi y si aplicaba para mi reserva
2/17/23 14:27,6,No vendan los asientos a diferentes precios cuando son de la misma clase e iguales. Los que tienen un poco mas de espacio estan bien con un precio algo mas elevado.
2/17/23 14:01,1,no me deja pagar la reserva
2/17/23 13:34,8,YA NO ESTAN TAN BARATOS LOS VUELOS
2/17/23 13:30,4,Incluyan el valor del TUA desde un principio
2/17/23 10:46,2,QUITANDO TANTOS PASOS CON SERVICIOS EXTRA QUE NO SE REQUIEREN
2/17/23 7:42,7,Mas tiempo al eleger los vuelos
2/17/23 7:35,6,no forzando a comprar adicionalmente el asiento
2/17/23 7:30,0,no funcionan las apps y los precios cambian
2/17/23 7:20,6,menos preguntas y mas ayuda en los precios de equipaje
2/17/23 7:17,0,Todas las tarjetas me declinaron apesar de que son validas. Este Website de vivaaerobus esta muy complicado.
2/17/23 7:13,5,"la terminal para pagar con tarjeta bancaria no funciona, intente con 8 tarjetas y ninguna funciono"
2/17/23 6:44,7,"No me permitio diferir el pago de mi vuelo a meses sin intereses, siendo que cuento con una de las tarjetas participantes."
2/17/23 6:17,8,DATOS PRECARGADOS
2/17/23 5:59,5,no me gusta que cobren los asientos
2/17/23 5:56,4,muy complicada.
2/17/23 5:50,7,No cambien tan seguido el formato de la página
2/17/23 5:50,3,Ser mas intuitivos
2/17/23 5:34,7,"pONES PROMOCIONES PERO AFUERZA NECESITAR COMPRAR MAS COSAS O TARIFA MAS CARA PARA QUE TE APLIQUE LAS PROMOCIONES.PAGINA Y AEROLINEA QUE ENGAÑA, SIGANLE PARA QUE TAMBIEN DESAPAREZCA."
2/17/23 5:31,0,tus precios
2/17/23 5:29,8,Siendo mas claros con las tarifas y simplificando la seleccion de los boletos
2/17/23 5:19,0,NO DEJA PAGAR CON AMERICAN EXPRESS
2/17/23 5:18,8,"PONIENDO LOS MONTOS TOTALES, ES FRUSTÁNTE Y MOLESTO QUE HAGAN EL CARGO DE TUA AL FINAL, SIENDO QUE ES UN CARGO QUE AFUERZA SE DEBE PAGAR, NO ES OPCIONAL. SUGIERO QUE LO COLOQUEN DESDE UN PRINCIPIO EN SUS COSTOS, PARA NO SENTIRNOS ENGAÑADOS. GRACIAS"
2/17/23 5:16,0,pesimo
2/17/23 5:15,8,Al pagar puse 3 tarjetas diferentes y salía que había un problema tuve que volver a empezar desde cero para poder lograr la reservacion
2/17/23 5:14,8,El precio de los vuelos
2/17/23 5:11,3,Al momento de modificar uno de los apartados de la reservacion se reinicia toda la operacion
2/17/23 5:07,3,dejar mas tiempo. Precio con impuestos desde el inicio
2/17/23 4:58,8,"No poner campo combo en la fecha de nacimiento. Imagínate, tenemos que dar un click por mes y eso multiplicado por la cantidad de años que tiene la persona, sería mejor escribir directamente la fecha."
2/17/23 4:54,4,"No entiendo porque cambian las tarias, entro y un momento despues ya es diferente y no puedo seleccionarla"
2/17/23 4:47,5,Abordar y despejar a tiempo
2/17/23 4:40,3,SIN TANTOS COBROS ADICIONALES
2/17/23 4:35,0,"Aceptando  los pagos con Tarjetas Viva HSBC, terrrible servicio"
2/17/23 4:31,0,No sirve nada
2/17/23 4:25,8,menos pasos
2/17/23 4:20,7,"OFRECIENDO PAQUETES QUE INCLUYA TODO LO QUE UN PASAJERO DEBE LLEVAR Y NO COBRANDO POR PARTE , ENTIENDO LA COMERCIALIZACION PERO LOS AÑOS PASADO  ERA UN PLACER VOLAR Y NO UN MERCADO PERSA COMO SE ACOSTUMBRA AHORA"
2/17/23 4:16,0,no sirve!!
2/17/23 4:14,5,estan muy caros los asientos
2/17/23 4:07,8,PERMITIR ELEJIR DIFERENTES OPCIONES PARA CADA VIAJERO SI SE COMPRAN DOS BOLETOS AL MISMO TIEMPO
2/17/23 4:02,8,Quitando cargos escondidos
2/17/23 4:02,7,es dificil seleccionar las fechas de salida y regreso
2/17/23 4:02,7,poniendo precios reales de vuelos
2/17/23 3:58,7,MUY ENGAÑOSA
2/17/23 3:53,1,SIN TANTO FILTRO
2/17/23 3:50,0,facilitar y agilizar el proceso de compra sin tantas cosas que ofrecen extras durante el proceso
2/17/23 3:50,8,mejores ofertas
2/17/23 3:49,8,Di de alta acompañantes frecuentes y supe como dar de baja
2/17/23 3:46,3,"El costo de los asientos deberían de incluirlo, primero ponen 0 pesos y después + $300, abusivo.."
2/17/23 3:44,0,La pagina tiene MUCHOS FALLOS y es complicado navegar...
2/17/23 3:35,8,"son demasiadas ventanas, tarda uno mucho en poder comprar un vuelo"
2/17/23 3:31,1,Hace regresar mucho.
2/17/23 3:23,7,Haciendo la pagina más atractiva e interactiva
2/17/23 3:11,2,no ofrecer tantos servicios
2/17/23 3:04,6,"Deberian dar la opcion de no elegir asiento en celular. Además no permite la opcion de pago a meses sin intereses en la pagina web."
2/17/23 3:03,0,no nos timen con precios de asientos en ceros y cuando los seleccionas ahora si te aparecen precios
2/17/23 3:02,8,todo bien
2/17/23 3:02,8,"Dar un precio final, desde el primer anuncio"
2/17/23 2:49,5,es lenta
2/17/23 2:44,8,No se actualizan los datos en el perfil
2/17/23 2:42,8,Dar el precio total con TUA antes de registrarse para saber cuanto sale realmente
2/17/23 2:41,3,"A la hora de los MSI, me dice que mi TDC Nu no es participante"
2/17/23 2:41,7,todo esta bien
2/17/23 2:37,7,Explicaciones mas claras y sencillas.
2/17/23 2:24,7,DEJEN DE COBRAR TANTAS COSAS
2/17/23 2:10,8,It gives you too short time before it give a time out to start out and english need to be added not every one understAND SPANISH
2/17/23 2:03,0,No me deja pagar con tarjetas de credito
2/17/23 2:00,0,no hubo descuentos
2/17/23 1:56,7,para canjear los puntos doter no me dejo el sistema .... pesimo servicio
2/17/23 1:41,7,"la pagina es muy confusa, deberían ahorrarse menos pasos y facilitar la compra"
2/17/23 1:35,1,"PARA COTIZAR NO PEDIR TANTOS DATOSLLENAN EL CORREO DE BASURA CON MUCHAS COSAS SIN IMPORTANCIA ME DA MIEDO DAR MI CORREO"
2/17/23 1:33,8,NO COBRAR LA COMIDA EN EL AVION INCLUIRLA EN EL COSTO
2/17/23 1:30,8,..
2/17/23 1:25,5,"Somos dos pasajeros, tengo que empezar de nuevo, sólo permiten ingrear los datos de una persona."
2/17/23 1:22,6,"Los asientos son muy caros, y si uno ya eligió y cambia de asiento, sube el costo, no esta bien que sea así :("
2/17/23 1:13,5,"Hagan mas corto los pagos, un check box en una sola pagina y ya, es muy molesto estar navegando de 100 en 100 pesos que le van subiendo,"
2/17/23 1:08,7,esta no es muy amigable
2/17/23 1:07,4,su pagina se traba
2/17/23 1:07,5,"No oculten los cargos extra por ejemplo, Avisen desde el inicio que no se incluye asiento"
2/17/23 1:07,8,El esfuerzo por vender cosas adicionales hace que la página se vuelva a veces confusa. Podrían simplificar eso.
2/17/23 0:53,6,no poniendo tan engañosa la página con seguros y el precio de los asientos confunde
2/17/23 0:38,5,La página tiene muchos problemas. Hay que intentar muchas vezes para que se logre hacer la compra.
2/17/23 0:29,7,pagos a meses sin intereses con todas las tarjetas
2/17/23 0:29,7,Mostrar el precio del vuelo de forma más inmediata
2/17/23 0:26,6,Quitar tantos extras... atrasan el proceso de compra.
2/17/23 0:25,8,Que el precio total venga desde el principio
2/17/23 0:13,0,mucho rollo. todo venden y ofrecen
2/17/23 0:11,8,ser mas especificos en el pago del tua
2/17/23 0:09,0,ME REGRESO AL PRINCIPIO POR UE LOS PRECIOS CAMBIARON EN CUESTION DE SEGUNDOS
2/17/23 0:01,1,"No me gusta que no se explique que además del vuelo te cobrarán por los asientos y como mil cosas más, no se entiende entonces de qué es el pago inicial que muestran"
2/16/23 23:58,0,No funciona. No Sirve. No acepta las tarjetas.
2/16/23 23:49,2,Pueden poner el costo del TUA y costo del asiento desde el principio son ofrecer como si de verdad no costara nada su boleto....
2/16/23 23:49,8,NO HE PPODIDO FACTURAR UN BOLETO Y ME TIENEN ESPERANDO DESDE HACE UN MES
2/16/23 23:45,8,l apagina a veces falla
2/16/23 23:43,4,"Poder modificar ciertas cosas (agregar maletas, etc) mas fácil. Es muy tardado tener que retroceder para modificar algo."
2/16/23 23:35,8,LA PAGINA ES MUY LENYTA Y CAMBIA LOS COSTOS DE LOS QUE YA ELEGISTE
2/16/23 23:29,7,Se traba mucho
2/16/23 23:28,0,No me acepta el pago !!!!!!
2/16/23 22:53,8,"Mejorar sus proceso de compra, poder guardar vuelos sin pagar"
2/16/23 22:51,0,hagan mas sencillo el proceso de compra sin tanto filtro
2/16/23 22:05,0,El tiempo de la sesión es muy poco y perdí reservación
2/16/23 21:59,3,No queda clara si el cobro por asignar asientos es el total o solo por un vuelo.
2/16/23 21:53,0,MUY IMPRACTICA
2/16/23 21:51,1,Siempre tengo problemas en que la plataforma acepte mis tarjetas digitales para procesar el pago.
2/16/23 21:46,6,CONFUSING BAGGAGE OPTIONS.
2/16/23 21:42,8,"No estoy de acuerdo con el cobro por asientos seleccionados,  se me hace una manera barata de molestar y perder clientes"
2/16/23 21:33,6,muy caro
