Button name,Rating,,Comment,,,,,,,,,,,,,,,Page Load Time,Form,ID,Comments Added in Feedback Item,Image,feedback_type,¿Qué te gustaría compartir con nosotros?,basket_id,motivo_visita,share_data,error_type,NULL_feedback_type,name,pnr,contact_number,NULL_pnr,¿Sobre qué te gustaría leer en el blog? - What would you like to read?,would_like_to_read,other_topics_comment,experiment,NULL_contact_number,NULL_other_topics_comment,NULL_name
Doters,3,"No existe opción para cargar ppntos por viajes que no fueron registrados automáticamente, en mi caso recibí la notificación de estar dado de alta en doters, después que concluí mi viaje, se requiere una opción para dar de alta ese tipo de viajes",3/14/23 0:21,,,,,,,,,,,,,,,6s,,64101264f5393978d259adbe,,https://u4w-screenshots-production.s3.amazonaws.com/64101264f5393978d259adbe/full_image,suggestion,,,,,,,,,,,,,,,,,
Desktop New Site,2,Kindly process refund to original form of payment. PNR SH4MVX,3/14/23 0:15,,,,,,,,,,,,,,,0s,,641010fcbc3972762a228107,,https://u4w-screenshots-production.s3.amazonaws.com/641010fcbc3972762a228107/screenshot,suggestion,Sugerencias o ideas,,book_flight,yes,,,,,,,,,,undefined,,,
Desktop New Site,2,Kindly process refund to original form of payment. PNR B5I57V,3/14/23 0:08,,,,,,,,,,,,,,,1s,,64100f5aa1e92334d46995e9,,https://u4w-screenshots-production.s3.amazonaws.com/64100f5aa1e92334d46995e9/screenshot,suggestion,Sugerencias o ideas,,book_flight,yes,,,,,,,,,,undefined,,,
Feedback_Nuevo Sitio_VF,1,No se puede adquirí la membresía ,3/13/23 22:35,,,,,,,,,,,,,,,2s,,640ff9735e58f10b6144df72,,https://u4w-screenshots-production.s3.amazonaws.com/640ff9735e58f10b6144df72/full_image,compliment,Reportar bug o error,,,yes,,,,,,,,,,,,,
Desktop New Site,1,"Son lo peorrrr!!!! Llevo intentando pagar 3 días, llamamos y nos dicen mentiras que tenemos que pagar en dólares y seleccionar dólares, me preocupa el tipo de aerolinea que son, ni si quiera les funciona la pagina, terrible, y lo peor de todo esto es que no ayudan a nada, no tienen buen servicio, les pondre malos reviews en todo lado ",3/13/23 22:32,,,,,,,,,,,,,,,1s,,640ff8aa733e19160f5cf8aa,,https://u4w-screenshots-production.s3.amazonaws.com/640ff8aa733e19160f5cf8aa/screenshot,error,Errores o problemas en la página,,book_flight,si,payment_issues,,,,,,,,,undefined,,,
Desktop New Site,3,coloquen una opcion de limpiar seleccion,3/13/23 21:30,,,,,,,,,,,,,,,1s,,640fea4f9263dc0cce7c996b,,https://u4w-screenshots-production.s3.amazonaws.com/640fea4f9263dc0cce7c996b/screenshot,suggestion,Sugerencias o ideas,,quote_flight,yes,,,,,,,,,,undefined,,,
Desktop New Site,3,"Deberian de ser mas claros y especificos al respecto de las promociones con la tarjeta viva, no se si me incluye o no el asiento, pero mientras ustedes ya me lo cobraron.",3/13/23 21:28,,,,,,,,,,,,,,,1s,,640fe9c96c45b006647e2b0f,,https://u4w-screenshots-production.s3.amazonaws.com/640fe9c96c45b006647e2b0f/screenshot,general,Comentario general,,book_flight,yes,,,,,,,,,,[object Object],,,
Desktop New Site,2,"¿POR QUÉ COBRAN UN ADICIONAL DE REEMBOLSO TOTAL, QUE YO NO PEDÍ?, Y NO HAY FORMA DE CANCELARLO. ESTOY EN DESACUERDO CON ESE COBRO.",3/13/23 21:18,,,,,,,,,,,,,,,11s,,640fe7862833573a5b6bdf06,,https://u4w-screenshots-production.s3.amazonaws.com/640fe7862833573a5b6bdf06/screenshot,general,Comentario general,,book_flight,yes,,,,,,,,,,[object Object],,,
Desktop New Site,2,Kindly process refund to original form of payment. PNR LCIT7D,3/13/23 21:17,,,,,,,,,,,,,,,0s,,640fe725b60f8b58566b9294,,https://u4w-screenshots-production.s3.amazonaws.com/640fe725b60f8b58566b9294/screenshot,suggestion,Sugerencias o ideas,,quote_flight,yes,,,,,,,,,,undefined,,,
Desktop New Site,1,Inútil el pago a través de la página ,3/13/23 21:13,,,,,,,,,,,,,,,1s,,640fe658902f6145cd5d8183,,https://u4w-screenshots-production.s3.amazonaws.com/640fe658902f6145cd5d8183/screenshot,error,Errores o problemas en la página,,book_flight,si,payment_issues,,,,,,,,,undefined,,,
Desktop New Site,1,"Estaba a punto de comprar mi vuelo y me agregó algo que no pedí a fuerza y no lo puedo quitar, ya lo intenté dos veces",3/13/23 21:09,,,,,,,,,,,,,,,1s,,640fe535235f8955927677cb,,https://u4w-screenshots-production.s3.amazonaws.com/640fe535235f8955927677cb/screenshot,error,Errores o problemas en la página,,quote_flight,si,payment_issues,,,,,,,,,[object Object],,,
Doters,1,No me deja crear mi cuenta ,3/13/23 21:03,,,,,,,,,,,,,,,1s,,640fe3fd1b291040ef01117e,,https://u4w-screenshots-production.s3.amazonaws.com/640fe3fd1b291040ef01117e/full_image,error,,,,,,,,,,,,,,,,,
Desktop New Site,4,PUEDO IR A LA HABANA CON MIS PERRITOS??,3/13/23 20:42,,,,,,,,,,,,,,,0s,,640fdee20fd75303ab62ef9a,,https://u4w-screenshots-production.s3.amazonaws.com/640fdee20fd75303ab62ef9a/screenshot,suggestion,Sugerencias o ideas,,search_info,yes,,,,,,,,,,[object Object],,,
Desktop New Site,1,no me deja quitar esa tontería de Reembolso Total,3/13/23 20:14,,,,,,,,,,,,,,,0s,,640fd8561c135c48c801440d,,https://u4w-screenshots-production.s3.amazonaws.com/640fd8561c135c48c801440d/screenshot,error,Errores o problemas en la página,,book_flight,si,booking_issues,,,,,,,,,[object Object],,,
Desktop New Site,1,yo no seleccioné ningun seguro y no me dejan quitarlo,3/13/23 19:53,,,,,,,,,,,,,,,1s,,640fd3903cd9a029d67f5326,,https://u4w-screenshots-production.s3.amazonaws.com/640fd3903cd9a029d67f5326/screenshot,error,Errores o problemas en la página,,book_flight,si,booking_issues,,,,,,,,,[object Object],,,
Desktop New Site,1,que dificil es comprar en su pagina  no puedo pagar mi boleto,3/13/23 19:19,,,,,,,,,,,,,,,1s,,640fcb9b12432f32be197d89,,https://u4w-screenshots-production.s3.amazonaws.com/640fcb9b12432f32be197d89/screenshot,general,Comentario general,,book_flight,yes,,,,,,,,,,undefined,,,
Desktop New Site,1,Porque esta registrado Reembolso Total cuando yo no he solicitado este servicio ,3/13/23 18:55,,,,,,,,,,,,,,,0s,,640fc5e343ec717b9a146646,,https://u4w-screenshots-production.s3.amazonaws.com/640fc5e343ec717b9a146646/screenshot,general,Comentario general,,book_flight,no,,,,,,,,,,undefined,,,
Doters,1,NUNCA ENVIAN LA INFORMACION QUE SE LES PIDE,3/13/23 18:50,,,,,,,,,,,,,,,1s,,640fc4b54541ea762227effe,,https://u4w-screenshots-production.s3.amazonaws.com/640fc4b54541ea762227effe/full_image,,,,,,, ,,,,,,,,,,,
Doters,4,Ofertas ,3/13/23 18:41,,,,,,,,,,,,,,,0s,,640fc2ba5cc4ef406128d585,,,general,,,,,,,,,,,,,,,,,
Desktop New Site,1,porque me estan cobrando algo que yo no estoy seleccionando en adicionales ,3/13/23 17:14,,,,,,,,,,,,,,,0s,,640fae3670fbb62c07602c45,,https://u4w-screenshots-production.s3.amazonaws.com/640fae3670fbb62c07602c45/screenshot,general,Comentario general,,book_flight,yes,,,,,,,,,,[object Object],,,
Doters,1,el sistema para el reestablecimiento de contraseña no funciona,3/13/23 17:12,,,,,,,,,,,,,,,0s,,640fadcd748ec60bd8370791,,https://u4w-screenshots-production.s3.amazonaws.com/640fadcd748ec60bd8370791/full_image,error,,,,,,,,,,,,,,,,,
Desktop New Site,1,,3/13/23 16:58,,,,,,,,,,,,,,,0s,,640faa85646d406b370d88a6,,https://u4w-screenshots-production.s3.amazonaws.com/640faa85646d406b370d88a6/screenshot,cancellation,Mi vuelo fue cancelado,,,,,,EDUARDO CASTRO CRUZ,ZD46GG,7873885753,,,,,undefined,,,
Doters,2,"Hola, no puedo ingresar a mi cuenta para poder comprar mis boletos ",3/13/23 16:55,,,,,,,,,,,,,,,3s,,640fa9daab1f3c1323307e3d,,https://u4w-screenshots-production.s3.amazonaws.com/640fa9daab1f3c1323307e3d/full_image,error,,,,,,,,,,,,,,,,,
Doters,1,Pues puse todos mis datos para registrarme  como me lo pidieron y no me permite entrar ni hacer nada. ,3/13/23 16:17,,,,,,,,,,,,,,,0s,,640fa0eb0a8cc34e2d76a6b3,,https://u4w-screenshots-production.s3.amazonaws.com/640fa0eb0a8cc34e2d76a6b3/full_image,,,,,,, ,,,,,,,,,,,
Desktop New Site,1,No es mi fecha de cumpleaños correcta y no me deja cambiarlo!,3/13/23 16:09,,,,,,,,,,,,,,,0s,,640f9f273f8669520c3e070f,,https://u4w-screenshots-production.s3.amazonaws.com/640f9f273f8669520c3e070f/screenshot,error,Errores o problemas en la página,,book_flight,no,profile_or_login,,,,,,,,,undefined,,,
Desktop New Site,1,"Mi cumpleaños es 01/07/1994, y no 29 Jun 94 como mostrado. No se de donde vino 29 Jun 94. Y no puedo cambiarlo.",3/13/23 16:04,,,,,,,,,,,,,,,0s,,640f9dc4f26f507a6207d1c8,,https://u4w-screenshots-production.s3.amazonaws.com/640f9dc4f26f507a6207d1c8/screenshot,error,Errores o problemas en la página,,book_flight,no,profile_or_login,,,,,,,,,undefined,,,
Desktop New Site,1,No puedo cancelar ,3/13/23 15:54,,,,,,,,,,,,,,,0s,,640f9b8d5cc4ef406128d376,,https://u4w-screenshots-production.s3.amazonaws.com/640f9b8d5cc4ef406128d376/screenshot,error,Errores o problemas en la página,,book_flight,no,invoice,,,,,,,,,undefined,,,
Desktop New Site,1,"cuando encuentro un precio que me gusta no me deja pagar y cuando se recarga siempre el precio es más  ALTO, RATEROS!",3/13/23 15:42,,,,,,,,,,,,,,,3s,,640f9889f26f507a6207d186,,https://u4w-screenshots-production.s3.amazonaws.com/640f9889f26f507a6207d186/screenshot,error,Errores o problemas en la página,,book_flight,no,payment_issues,,,,,,,,,[object Object],,,
Doters,5,pequena40.a@gmail.com    ,3/13/23 15:17,,,,,,,,,,,,,,,2s,,640f92fe8a68a6328f2fba57,,,suggestion,,,,,,,,,,,,,,,,,
Desktop New Site,3,FFF,3/13/23 14:20,,,,,,,,,,,,,,,7s,,640f859259630842f90f7c0f,,https://u4w-screenshots-production.s3.amazonaws.com/640f859259630842f90f7c0f/screenshot,compliment,Felicitación,,quote_flight,yes,,,,,,,,,,[object Object],,,
Desktop New Site,4,kjjkhhgfgcytfyfg,3/13/23 14:17,,,,,,,,,,,,,,,2s,,640f84ba32b27e0618699e0b,,https://u4w-screenshots-production.s3.amazonaws.com/640f84ba32b27e0618699e0b/screenshot,compliment,Felicitación,,book_flight,yes,,,,,,,,,,[object Object],,,
Desktop New Site,4,muy bien,3/13/23 14:12,,,,,,,,,,,,,,,2s,,640f83980bfb75750d7ec575,,https://u4w-screenshots-production.s3.amazonaws.com/640f83980bfb75750d7ec575/screenshot,compliment,Felicitación,,book_flight,no,,,,,,,,,,[object Object],,,
Doters,1,"Es un asco la página en Mobile, dan 2,000 puntos y se traba, verifico mi correo y sale que son inválidos, además, tarda demasiado en cargar",3/13/23 14:08,,,,,,,,,,,,,,,1s,,640f82d03047134c10429b1e,,https://u4w-screenshots-production.s3.amazonaws.com/640f82d03047134c10429b1e/full_image,error,,,,,,,,,,,,,,,,,
Desktop New Site,1,"No se pudo cobrar a MSI, tuve que hablar y se realizó el cobro en 1 sola exhibicion, DLV",3/13/23 13:58,,,,,,,,,,,,,,,1s,,640f805d2b912206946b8e63,,https://u4w-screenshots-production.s3.amazonaws.com/640f805d2b912206946b8e63/screenshot,error,Errores o problemas en la página,,book_flight,si,payment_issues,,,,,,,,,[object Object],,,
Desktop New Site,3,no puedo cotizar 2 pasajero y se me regresa y tengo que volver a empezar me tardo mucho en la fecha ,3/13/23 13:39,,,,,,,,,,,,,,,0s,,640f7bdc2a25680d35400cac,,https://u4w-screenshots-production.s3.amazonaws.com/640f7bdc2a25680d35400cac/screenshot,error,Errores o problemas en la página,,quote_flight,si,booking_issues,,,,,,,,,undefined,,,
Doters,3,No puedo actualizar mi contraseña a pesar de que cumple con las características exactas requeridas,3/13/23 13:30,,,,,,,,,,,,,,,9s,,640f79d12b0d5b02fe7c69df,,https://u4w-screenshots-production.s3.amazonaws.com/640f79d12b0d5b02fe7c69df/full_image,error,,,,,,,,,,,,,,,,,
Doters,3,Excelente servicio ,3/13/23 13:29,,,,,,,,,,,,,,,2s,,640f79abeee0710e520b77d0,,https://u4w-screenshots-production.s3.amazonaws.com/640f79abeee0710e520b77d0/full_image,compliment,,,,,,,,,,,,,,,,,
Desktop New Site,1,"Porque se agrega automaticamente reembolso total si yo no lo elegí? y no hay manera se quitarlo, eao no se vale.",3/13/23 12:46,,,,,,,,,,,,,,,2s,,640f6f5a42cf5b14517dd3de,,https://u4w-screenshots-production.s3.amazonaws.com/640f6f5a42cf5b14517dd3de/screenshot,general,Comentario general,,book_flight,yes,,,,,,,,,,[object Object],,,
Desktop New Site,1,"LA PUBLICIDAD ES ENGAÑOSA, DICEN QUE CERO  TUA Y SI CARGAN EL TUA  ",3/13/23 12:13,,,,,,,,,,,,,,,9s,,640f67cdd80cd00da343271b,,https://u4w-screenshots-production.s3.amazonaws.com/640f67cdd80cd00da343271b/screenshot,general,Comentario general,,quote_flight,yes,,,,,,,,,,undefined,,,
Desktop New Site,3,"no he podido cambiar la tarifa zero, y no veo ningun boton para hacerlo, desde pc o smartphone",3/13/23 11:35,,,,,,,,,,,,,,,0s,,640f5eda5a80c06e7a3d6515,,https://u4w-screenshots-production.s3.amazonaws.com/640f5eda5a80c06e7a3d6515/screenshot,general,Comentario general,,quote_flight,no,,,,,,,,,,undefined,,,
Desktop New Site,1,Anuncian una promoción de cero tua para vuelos a partir del mes de agosto y no carga la página.,3/13/23 11:20,,,,,,,,,,,,,,,0s,,640f5b67e9df24479e290f2e,,https://u4w-screenshots-production.s3.amazonaws.com/640f5b67e9df24479e290f2e/screenshot,error,Errores o problemas en la página,,quote_flight,si,website_not_loading,,,,,,,,,undefined,,,
Doters,1,Llevo días intentando hacer una cuenta y es imposible no funciona la pagina y menos la app,3/13/23 11:18,,,,,,,,,,,,,,,1s,,640f5ac799d016218e6276f6,,https://u4w-screenshots-production.s3.amazonaws.com/640f5ac799d016218e6276f6/full_image,error,,,,,,,,,,,,,,,,,
Desktop New Site,1,"no sirve su sistema de login, ni cambio de password, solo funciona con facebook, llena mal los datos del perfil porque pide nombre(s) y apellido(s) y de facebook solo toma el primero... terrible inicio de sesion",3/13/23 11:18,,,,,,,,,,,,,,,1s,,640f5abacce10128916bb7f9,,https://u4w-screenshots-production.s3.amazonaws.com/640f5abacce10128916bb7f9/screenshot,error,Errores o problemas en la página,,book_flight,no,profile_or_login,,,,,,,,,undefined,,,
Doters,1,No me mandan por Correo el link para comprar Mis boletos si. Unos ineptos ,3/13/23 11:14,,,,,,,,,,,,,,,1s,,640f59edb55cc5024a168a03,,,general,,,,,,,,,,,,,,,,,
Desktop New Site,1,llevo dias queriendo comprar vuelo redondo de Toluca A MERIDA SIN EXITO,3/13/23 11:14,,,,,,,,,,,,,,,2s,,640f59d3e3bceb6a3812b360,,https://u4w-screenshots-production.s3.amazonaws.com/640f59d3e3bceb6a3812b360/screenshot,error,Errores o problemas en la página,,book_flight,si,booking_issues,,,,,,,,,undefined,,,
Doters,1,Q no le están mandando el link para recuperar mi contraseña y solo me están quitando el tiempo no me puedo comunicar  para comprar los boletos por teléfono. Servicio pésimo. ,3/13/23 11:10,,,,,,,,,,,,,,,1s,,640f58fb6978da02b70d4f0d,,https://u4w-screenshots-production.s3.amazonaws.com/640f58fb6978da02b70d4f0d/full_image,,,,,,,,,,,,,,,,,,
Desktop New Site,2,"Compré un boleto viaje redondo a Guadalajara y escogí la tarifa que permite cambios de vuelo, pero cuando quise adelantar mi vuelo, ni el personal de  la linea en mostrador, ni personal de ventas, ni la aplicación. La explicación es que no funciona bien y sólo a través de esta es que se pueden hacer cambios. Me pregunto para que lo ofrecen, lo venden y lo cobran si no sirve? Eso se llama fraude. Habiendo terminado mis actividades en GDL no pude adelantar mi vuelo (habiendo lugares disponibles). NO SIRVE LA APLICACION. Esta linea seguiría siendo una de segunda por estos temas que a todas luces se ven mal intencionados y fraudulentos.",3/13/23 11:05,,,,,,,,,,,,,,,0s,,640f57ad708ef02c054f0608,,https://u4w-screenshots-production.s3.amazonaws.com/640f57ad708ef02c054f0608/screenshot,general,Comentario general,,change_booking,yes,,,,,,,,,,undefined,,,
Desktop New Site,1,NO PERMITEN REALIZAR CAMBIO DE DESTINO,3/13/23 11:02,,,,,,,,,,,,,,,1s,,640f56f8e0f734021b762367,,https://u4w-screenshots-production.s3.amazonaws.com/640f56f8e0f734021b762367/screenshot,suggestion,Sugerencias o ideas,,change_booking,no,,,,,,,,,,undefined,,,
Doters,1," LLEVO UN MES COMUNICANDO A SU CORREO atencion@doters.com Y NO ME DAN RESPUESTA, YA QUE NO ME OTORGARON MIS PUNTOS DOOTERS OFRECIDOS AL REALIZAR COMPRAS CON MI TARJETA HSBC VIVA, Y POR TELEFONO TAMPOCO ATIENDEN, DESPUES DE 30 MIN ESPERANDO LA LLAMADA SE CORTA MI NUM SOCIO 5570003080",3/13/23 11:00,,,,,,,,,,,,,,,3s,,640f568664bf486c183aea53,,,error,,,,,,,,,,,,,,,,,
Desktop New Site,3,falto mi primer apellido mi nombre es Byanka Velazquez González no se si tenga problema,3/13/23 10:44,,,,,,,,,,,,,,,0s,,640f52fdc655187a1b1496fb,,https://u4w-screenshots-production.s3.amazonaws.com/640f52fdc655187a1b1496fb/screenshot,error,Errores o problemas en la página,,flight_status,si,profile_or_login,,,,,,,,,undefined,,,
Doters,1,no sirve,3/13/23 10:44,,,,,,,,,,,,,,,3s,,640f52f7649bb9691248d1d9,,,error,,,,,,,,,,,,,,,,,
Doters,2,Me dice que el token es invalido ,3/13/23 9:20,,,,,,,,,,,,,,,6s,,640f3f377aea2736174ff51e,,https://u4w-screenshots-production.s3.amazonaws.com/640f3f377aea2736174ff51e/full_image,error,,,,,,,,,,,,,,,,,
Doters,1,"no me deja reservar hasta que haga una cuenta, y se tarda mucho, total q no puedo comprar los boletos",3/13/23 9:15,,,,,,,,,,,,,,,1s,,640f3e20c655187a1b1493ad,,https://u4w-screenshots-production.s3.amazonaws.com/640f3e20c655187a1b1493ad/full_image,error,,,,,,,,,,,,,,,,,
Doters,1,"No me puedo registrar, la pagina se queda cargando",3/13/23 9:01,,,,,,,,,,,,,,,1s,,640f3ab82912f94573688f41,,https://u4w-screenshots-production.s3.amazonaws.com/640f3ab82912f94573688f41/full_image,error,,,,,,,,,,,,,,,,,
Desktop New Site,1,"No es posible realizar el pago, llevo dos días, con al menos 10 intentos, no acepta la tarjeta de credito internacional de mi novio (EEUU), no acepta ninguna de mis tarjetas de credito Colombianas, he intentado con dos.   Llevo 15 min intentanto comunicarme en un agente en el numero de telefono de Colombia, nadie responde, por cierto el numero que tienen publicado en la pagina esta incorrecto, el numero correcto es +57 018005189402.  ",3/13/23 8:46,,,,,,,,,,,,,,,1s,,640f3739fd3fbd10b65be2c3,,https://u4w-screenshots-production.s3.amazonaws.com/640f3739fd3fbd10b65be2c3/screenshot,error,Errores o problemas en la página,,book_flight,si,payment_issues,,,,,,,,,undefined,,,
Doters,3,"No he podido agregar mi tarjeta de credito a mi cuenta doters mande un correo a atencion@doters.com, pero sigo sin respuesta ya han pasado varias semanas",3/13/23 8:34,,,,,,,,,,,,,,,4s,,640f344f64bf486c183ae537,,https://u4w-screenshots-production.s3.amazonaws.com/640f344f64bf486c183ae537/full_image,general,,,,,,,,,,,,,,,,,
Desktop New Site,1,quiero registrarme y me regresa al inicio  no me deja y tengo reserva para el 18/3,3/13/23 8:07,,,,,,,,,,,,,,,0s,,640f2e02a841e14e6a505340,,https://u4w-screenshots-production.s3.amazonaws.com/640f2e02a841e14e6a505340/screenshot,general,Comentario general,,flight_status,yes,,,,,,,,,,undefined,,,
Doters,4,"Que contesten el teléfono, se tarda una hora y luego cuelgan.",3/13/23 7:38,,,,,,,,,,,,,,,1s,,640f2739bd0a2f030e0fefe2,,https://u4w-screenshots-production.s3.amazonaws.com/640f2739bd0a2f030e0fefe2/full_image,compliment,,,,,,,,,,,,,,,,,
Doters,1,Aparece este error en la consola del explorador al tratar de registrarme.  signup:1   Access to XMLHttpRequest at 'https://auth-api.doters.com/v1/user/preregister' from origin 'https://auth.doters.com' has been blocked by CORS policy: Response to preflight request doesn't pass access control check: No 'Access-Control-Allow-Origin' header is present on the requested resource.  ,3/12/23 22:42,,,,,,,,,,,,,,,2s,,640ea9a510dcd349640512b2,,,error,,,,,,,,,,,,,,,,,
Doters,1,"El sitio no sirve. Intengo registrarme y en el botón de registra sólo aparece una animación de 3 puntos moviendose y se queda ahí la pagina, no responde con ningún mensaje.",3/12/23 22:40,,,,,,,,,,,,,,,2s,,640ea9407dc4a04c2e4d43a3,,,error,,,,,,,,,,,,,,,,,
Desktop New Site,1,Me agrega automáticamente el reembolso total cuando no lo quiero.,3/12/23 21:54,,,,,,,,,,,,,,,1s,,640e9e448da4c429e12da9bb,,https://u4w-screenshots-production.s3.amazonaws.com/640e9e448da4c429e12da9bb/screenshot,general,Comentario general,,book_flight,yes,,,,,,,,,,[object Object],,,
Desktop New Site,5,facil,3/12/23 20:45,,,,,,,,,,,,,,,1s,,640e8e46d5c2477c9e6d609b,,https://u4w-screenshots-production.s3.amazonaws.com/640e8e46d5c2477c9e6d609b/screenshot,compliment,Felicitación,,flight_status,yes,,,,,,,,,,[object Object],,,
Desktop New Site,1,"Me cancelaron mi vuelo en DIciembre y me dieron un voucher por el total del dinero que pagué. Ahora quiero usar mu voucher de $370.43 en otro vuelo que vale $163, y solo me está acreditando $26 dólares. Porque no puedo aplicar el resto del voucher al total del vuelo?",3/12/23 20:45,,,,,,,,,,,,,,,1s,,640e8e356dd8fe637a6ef90e,,https://u4w-screenshots-production.s3.amazonaws.com/640e8e356dd8fe637a6ef90e/screenshot,general,Comentario general,,change_booking,yes,,,,,,,,,,[object Object],,,
Desktop New Site,5,facil,3/12/23 20:43,,,,,,,,,,,,,,,1s,,640e8dd61835e939f80e2eab,,https://u4w-screenshots-production.s3.amazonaws.com/640e8dd61835e939f80e2eab/screenshot,compliment,Felicitación,,book_flight,yes,,,,,,,,,,[object Object],,,
Doters,1,No me permitió entrar,3/12/23 20:02,,,,,,,,,,,,,,,1s,,640e844018e3ae1345263d0b,,,error,,,,,,,,,,,,,,,,,
Doters,1,"Ya cree mi usuario y jamás me deja entrar, muy mal su página ",3/12/23 19:55,,,,,,,,,,,,,,,5s,,640e829a53e228787e6140d2,,,error,,,,,,,,,,,,,,,,,
Desktop New Site,1,A la hora de pagar sale un error de API (bad request).,3/12/23 17:26,,,,,,,,,,,,,,,1s,,640e5f83edf3591e7007dc63,,https://u4w-screenshots-production.s3.amazonaws.com/640e5f83edf3591e7007dc63/screenshot,error,Errores o problemas en la página,,book_flight,si,booking_issues,,,,,,,,,undefined,,,
Doters,1,"No sirve, no genera cuentas",3/12/23 16:05,,,,,,,,,,,,,,,1s,,640e4c847844fc03aa518c4c,,,error,,,,,,,,,,,,,,,,,
Desktop New Site,1,"La persona que me atendio, fue de primera, el servicio de cobro fue de la patada, el sistema no acepto ninguna de 6 tarjetas de credito.",3/12/23 15:52,,,,,,,,,,,,,,,0s,,640e49858777f95146492bc4,,https://u4w-screenshots-production.s3.amazonaws.com/640e49858777f95146492bc4/screenshot,general,Comentario general,,book_flight,yes,,,,,,,,,,[object Object],,,
Desktop New Site,1,"A FUERZAS HACEN EL CARGO DE ""REEMBOLSO TOTAL"". DE HECHO CAMBIE DE NAVEGADOR, LOGRE QUE NO APARECIERA Y ANTES DE PAGAR ESPERE UNOS SEGUNDOS PARA MOSTRAR A MI ESPOSA COMO YA NO APARECIA Y DE REPENTE LA PAGINA SE REFRESCÓ Y AUTOMATICAMENTE AGREGÓ EL CARGO SIN HACER NADA.",3/12/23 15:33,,,,,,,,,,,,,,,0s,,640e44fb8f3243422836fb27,,https://u4w-screenshots-production.s3.amazonaws.com/640e44fb8f3243422836fb27/screenshot,error,Errores o problemas en la página,,book_flight,si,invoice,,,,,,,,,[object Object],,,
Desktop New Site,4,Bien,3/12/23 15:28,,,,,,,,,,,,,,,1s,,640e43fca7140710ea0a5f9a,,https://u4w-screenshots-production.s3.amazonaws.com/640e43fca7140710ea0a5f9a/screenshot,general,Comentario general,,book_flight,no,,,,,,,,,,undefined,,,
Doters,1,"No sirve su página, después de varios intentos, teniendo todos los campos con palomita verde, se quedan los puntitos dando vueltas y nunca me deja registrar, NO SE PORQUE PONENE SISTEMAS QUE NO FUNCIONAN AL PÚBILICO, QUE INEPTITUD.",3/12/23 14:43,,,,,,,,,,,,,,,1s,,640e3962142cf30fa21d010d,,,error,,,,,,,,,,,,,,,,,
Doters,1,No permite crear la cuenta ,3/12/23 13:22,,,,,,,,,,,,,,,1s,,640e266e97352317b94ec10c,,,error,,,,,,,,,,,,,,,,,
Doters,2,"Desde el App de ETN no se puede crear una página de doters, descargue el app de doters y cree una cuenta allá, y ahora que intento abrir mi sesión en el App de ETN, me aparece un error en el sistema ",3/12/23 12:52,,,,,,,,,,,,,,,1s,,640e1f551e44d946d814957e,,https://u4w-screenshots-production.s3.amazonaws.com/640e1f551e44d946d814957e/full_image,error,,,,,,,,,,,,,,,,,
Doters,1,"no puedo registrarme, se queda cargando lamentablemente ",3/12/23 12:48,,,,,,,,,,,,,,,1s,,640e1e772e18b90ab4272dc8,,https://u4w-screenshots-production.s3.amazonaws.com/640e1e772e18b90ab4272dc8/full_image,error,,,,,,,,,,,,,,,,,
Doters,1,No logro registrarme porque no agarra bien no es el internet ,3/12/23 12:43,,,,,,,,,,,,,,,2s,,640e1d3725a37a32602a1ae4,,,error,,,,,,,,,,,,,,,,,
Doters,1,Nunca logré registrarme. Llene todo el formulario y solo se quedó pensando al final.,3/12/23 12:24,,,,,,,,,,,,,,,1s,,640e18e4ba696344e7226d37,,,error,,,,,,,,,,,,,,,,,
Desktop New Site,1,Me están cobrando adicional del Reembolso total cuando yo nunca activé esa opción y no hay forma de desactivarla. ,3/12/23 11:18,,,,,,,,,,,,,,,2s,,640e0956d56f4033380fe225,,https://u4w-screenshots-production.s3.amazonaws.com/640e0956d56f4033380fe225/screenshot,error,Errores o problemas en la página,,book_flight,si,invoice,,,,,,,,,[object Object],,,
Desktop New Site,1,Es un robo que por un error de mi reservación me quieran cobrar otra vez mas que lo que ya pague y no me permitan cambiar ni cancelar diciendo que ya excedi mis cambio cuando no he hecho ninguno. No vuelvo a volar con uds y voy a presentar una denuncia ante PROFECO,3/12/23 10:28,,,,,,,,,,,,,,,0s,,640dfda494355664845edbfb,,https://u4w-screenshots-production.s3.amazonaws.com/640dfda494355664845edbfb/screenshot,general,Comentario general,,change_booking,no,,,,,,,,,,undefined,,,
Desktop New Site,2,"no me permite continuar para la compra, sale una ventana emergente marcando erro, que lo vuelva a intentar, sigo intentando y no me permite proseguir",3/12/23 9:59,,,,,,,,,,,,,,,0s,,640df6c58a28761cda21ae36,,https://u4w-screenshots-production.s3.amazonaws.com/640df6c58a28761cda21ae36/screenshot,error,Errores o problemas en la página,,book_flight,si,booking_issues,,,,,,,,,undefined,,,
Doters,2,Que su página no funciona me registre y no reconoce mi correo electrónico y si intento registrarme de nuevo ya no me lo permite. Pésimo ,3/12/23 9:26,,,,,,,,,,,,,,,2s,,640def261c6d6808db1146c5,,,error,,,,,,,,,,,,,,,,,
