Date,nps,_C_mo_podemos_mejorar_
2/27/23 16:10,9,ES BUENO EL SEPARARLOS
2/27/23 16:01,10,MUCHO MEJOR QUE POR TELEFONO. :)
2/27/23 15:33,10,facil
2/27/23 13:47,9,muy facil y rapido
2/27/23 12:50,10,muy buen precio
2/27/23 7:06,9,es bueno
2/27/23 4:27,9,Fue sencillo hacer el cambio
2/27/23 4:16,10,muy fácil y eficiente
2/27/23 4:05,9,rapidez
2/27/23 4:04,9,"sencillo y rápido, unicamente comento que para pago con tarjeta es el unico portal que sigue pididendo diomicilio de casa, lo cual ya no tiene caso"
2/27/23 3:51,10,pagina sencilla de utilizar
2/27/23 3:44,10,"Todo muy facil, sin batallar"
2/27/23 1:54,10,PAGINA WEB MUY AMIGABLE
2/27/23 1:50,10,siempre es muy flexible para hacer las modificaciones
2/27/23 1:42,10,no cobrar por el cambio de reservación
2/27/23 1:37,10,Muchas gracias
2/27/23 0:16,10,"fue muy facil, y es mi primera vez haciendo este tramite"
2/27/23 0:05,10,bueno
2/26/23 23:59,10,MENOS RETRASOS EN VUELOS
2/26/23 23:34,10,"ES MUY EFICAZ, CLARO Y RAPISO Y SEGURO"
2/26/23 23:26,10,Excelente servicios y atención
2/26/23 22:50,10,es muy amigabler
2/26/23 22:34,10,NA
2/26/23 22:05,10,Manejan precios económicos y la navegación del sitio web es muy fácil y práctico
2/26/23 21:54,10,Muy buen servicio
2/26/23 21:23,10,El Presio es accesible
2/26/23 20:55,10,Fue un proceso facil y rapido
2/26/23 20:33,10,pasos faciles de seguir
2/26/23 20:30,9,Felicidades
2/26/23 20:06,10,ES AMIGABLE LA PAGINA WEB
2/26/23 20:04,10,EXCELENTE SERVICIO
2/26/23 19:45,10,barato
2/26/23 19:27,10,es la mejor opción
2/26/23 18:55,10,viaja con lo que necesitas
2/26/23 18:13,9,Practicidad
2/26/23 18:12,10,Muy flexible y cómodo el proceso
2/26/23 17:44,10,Son eficientes
2/26/23 17:11,10,buen servicio
2/26/23 16:35,10,Muy facil hacer el check inn
2/26/23 15:26,9,es amigable
2/26/23 14:33,9,SI
2/26/23 6:35,9,El proceso es agil y practico
2/26/23 6:01,10,Fue muy fácil hacer el cambio de vuelo.
2/26/23 5:18,10,Variedad de tarifas y flexibilidad en cambios
2/26/23 3:13,10,bien
2/26/23 3:10,10,rapido y facil
2/26/23 2:43,10,Son exelentes atendiendo gente y sus precios
2/26/23 2:36,9,BUENAS OPCONES
2/26/23 0:09,10,Muy fácil!
2/25/23 22:22,10,BUEN SERVICIO
2/25/23 20:13,10,Gracias
2/25/23 18:58,10,muy facil sitio web
2/25/23 18:53,10,Muchas opciones
2/25/23 18:16,10,TRAMITES ACCESIBLES
2/25/23 18:07,10,Facil y rapido
2/25/23 17:47,10,EFICIACIA
2/25/23 17:21,9,"fue fácil, aunque podría ser mejor, en despegar.com decía que no podia hacer cambios, gracias a Dios insisto en su pagina y lo logre."
2/25/23 16:10,10,ES MUY FACIL RESERVAR
2/25/23 16:04,10,Rapido
2/25/23 15:58,10,oo
2/25/23 15:28,10,"Excelente diseño de pagina, muy intuitivo"
2/25/23 6:50,9,facil de usar
2/25/23 5:57,10,Facilidad en el uso de la página electrónica
2/25/23 4:55,10,.
2/25/23 4:54,10,Super
2/25/23 4:13,10,muy buena
2/25/23 3:08,10,POR RAPIDEZ EN LA COMPRA
2/25/23 3:08,10,"FACIL Y COMODA DE USAR, SIN TENER QUE ESTAR ESPERANDO MIL HORAS EN EL TELEFONO CON ALGUN OPERADOR INEFICIENTE"
2/25/23 3:06,10,FACILIDAD DE CAMBIOS
2/25/23 3:02,10,Excelente
2/25/23 2:49,10,genilaes
2/25/23 1:15,10,Muy practico
2/25/23 0:55,9,Es bastante amigable el sistema
2/25/23 0:40,9,Buen Servicio
2/25/23 0:10,10,Facilidad para volar en familia
2/24/23 23:46,10,MUY FACIL TODO
2/24/23 23:21,10,resolvi mi problema pero ODIO que vivaaerobus cambie los vuelos sin previo aviso
2/24/23 23:02,10,FACIL Y RAPIDO
2/24/23 22:48,10,Muy fácil y buenas tarifas
2/24/23 22:47,10,primara ves
2/24/23 22:14,10,Gracias
2/24/23 22:14,9,x
2/24/23 22:09,10,excelente servicio  felicidades
2/24/23 21:20,10,muy bien n
2/24/23 21:06,10,MUY RÁPIDO Y CLARO
2/24/23 21:03,9,flexibilidad
2/24/23 20:06,10,MUY AMIGABLE SU PAGINA
2/24/23 20:00,10,Facilisimo!!!1
2/24/23 19:39,10,muy buen servicio. Gracias
2/24/23 19:26,10,bien
2/24/23 19:22,10,Calidad y servicio
2/24/23 19:11,10,si
2/24/23 19:08,10,web muy intuitiva
2/24/23 18:56,10,facil de documentar
2/24/23 18:31,10,HASTA AHORTA EXCELENTE SERVICIO
2/24/23 18:26,10,EXCELENTE SERVICIO
2/24/23 17:41,10,FACIL Y RAPIDO EL SERVICIO
2/24/23 17:28,10,pAGINA MUY ACCESIBLE
2/24/23 17:07,9,Buena pagina web
2/24/23 17:01,9,Muy amigable la página
2/24/23 17:01,10,buen servicio
2/24/23 16:50,10,FUE MUY SENCILLO HACER CAMBIO DE VUELO
2/24/23 16:36,10,muy buena
2/24/23 16:35,10,exelente servicio
2/24/23 15:21,10,si
2/24/23 15:15,10,practico
2/24/23 14:49,10,BUEN SERVICIO
2/24/23 14:42,10,TODO EXCELENTE
2/24/23 13:51,10,ES MUY RÁPIDO Y SENCILLO HACER LA RESERVACION
2/24/23 13:22,10,Es muy claro y sencillo
2/24/23 8:28,10,Accesibilidad
2/24/23 7:58,10,BUENA AEROLINEA
2/24/23 6:33,10,Fácil y sencillo
2/24/23 5:03,9,buena atencion
2/24/23 4:30,10,POR QUE ME SIENTO A GUSTO VOLAR CON UDS
2/24/23 4:09,10,PRACTICO
2/24/23 3:36,10,ES UN SISTEMA AMIGABLE
2/24/23 3:24,10,Excelente solo que no pude pagar a meses
2/24/23 3:09,10,ES MUY SENCILLO
2/24/23 2:51,9,FACIL GESTIONAR CAMBIOS
2/24/23 2:37,9,todo bien
2/24/23 2:19,10,son muy eficientes
2/24/23 2:11,10,"excelente el cambio de vuelo, simplemente felicidades"
2/24/23 1:37,10,me encanto poder cambiar mi vuelo facilmente
2/24/23 1:35,9,"Facil, solamente que no aparecia Mexico"
2/24/23 1:20,9,para no salir al trádfico o perder tiempo
2/24/23 0:52,10,Facilidad
2/24/23 0:13,10,SUPER FACIL
2/24/23 0:06,10,Muy rapida
2/23/23 23:45,9,PAGINA MUY AMIGABLE Y FACIL ACCESO.
2/23/23 23:42,10,rápido y fácil
2/23/23 22:48,10,Fácil acceso e información clara
2/23/23 22:38,10,Por
2/23/23 22:24,10,FÁCIL Y RÁPIDO
2/23/23 21:54,10,Agil
2/23/23 21:42,9,Pagina web es muy facil de navegar.
2/23/23 21:38,10,la verdad esta super ecxelente
2/23/23 21:07,10,Precios accesibles
2/23/23 20:39,9,FACIL ACCESO A LA PLATAFORMA
2/23/23 20:39,9,PORQUE SI RESPETAN LO QUE ESITIPULAN
2/23/23 20:33,10,la página es muy amigable y no hubo dificultad para realizar los cambios que necesitaba
2/23/23 20:28,10,muy agil servicio
2/23/23 20:23,10,EXCELENTE
2/23/23 20:15,10,servicio excelente y siempre pensando en el cliente
2/23/23 19:49,10,Servicio satisfactorio hasta el momento
2/23/23 19:27,10,"NO HE TENIDO PROBLEMAS AL HACERLO, ADEMAS ESTA MUY ENTENDIBLE."
2/23/23 19:27,10,Excelente servicio
2/23/23 19:02,10,DATOS CLAROS
2/23/23 18:30,10,rapido y amigable
2/23/23 18:29,10,muy facil
2/23/23 18:28,10,"RAPIDO, MAS ECONOMICO QUE POR TELEFONO"
2/23/23 18:07,10,Rapido y Facil
2/23/23 17:52,10,Fácil y rápida
2/23/23 17:35,10,BUENO
2/23/23 17:23,10,Todo fue sencillo y rápido
2/23/23 17:15,10,wfsdg
2/23/23 17:03,9,El proceso ha sido muy facil.  Gracias!
2/23/23 16:56,10,todo miuy bien
2/23/23 16:38,10,Por que la plataforma es facil de utilizar y sencilla
2/23/23 16:27,10,BUENA EXPERENCIA EN RESERVA
2/23/23 16:11,10,PADRISIMA
2/23/23 15:33,10,PORQUE ME PARECE MUY BUENO
2/23/23 14:58,10,ES RAPIDO
2/23/23 14:25,10,Siempre he tinido muy buena experiencia en mis vuelos.
2/23/23 13:48,10,TODO CLARO
2/23/23 13:46,10,Sistema eficiente
2/23/23 5:23,10,SITIO MUY AMIGABLE
2/23/23 5:10,10,SON MUY CLAROS EN LOS CARGOS Y PRECIOS
2/23/23 5:09,10,es sencillo
2/23/23 4:58,10,ME GUSTA
2/23/23 4:10,10,Es excelente que se pueda modificar todo previo al vuelo
2/23/23 3:42,10,servicio r]apido
2/23/23 3:27,10,muy facil y rapido
2/23/23 3:22,9,facil
2/23/23 3:02,10,"excelente diseño de pagina, muy intuitivo y amigable para el usuario"
2/23/23 2:10,9,POR PRECIO
2/23/23 1:54,10,PRACTICO
2/23/23 1:45,10,Facilidad de reservar y poagar
2/23/23 1:38,10,SENCILLO EL PROCEDIMIENTO
2/23/23 1:11,10,Muy bien
2/23/23 1:11,10,Excelente
2/23/23 1:11,10,SON MUY BUENOS
2/23/23 1:04,10,Rapidez y practicidad
2/23/23 0:55,10,es muy rapido
2/23/23 0:36,9,FACIL DE HACER RESERCACIONES
2/22/23 23:45,10,RAPIDO
2/22/23 22:56,10,Buena Onda
2/22/23 22:53,10,eficacia
2/22/23 22:17,10,"Me fue muy facil cambiar el nombre del pasajero, lo escribi mal por error :("
2/22/23 22:12,10,VASA
2/22/23 22:00,10,MUY SENCILLO TODO
2/22/23 21:54,10,MUY PRACTICO
2/22/23 21:41,10,no se
2/22/23 21:39,10,ME GUSTA VIAJAR EN ESTA AEROLINEA
2/22/23 21:32,10,La rapidez y amigable del procedimiento
2/22/23 19:53,10,Es muy fácil y accecible hacerlo
2/22/23 19:43,10,Por eficientes
2/22/23 19:38,9,facilidad de la plataforma
2/22/23 19:33,9,Por ser sencilla
2/22/23 19:22,10,RAPIDEZ
2/22/23 19:14,10,EXCELENTE SERVICIO
2/22/23 19:04,10,Funciona muy bien la página web
2/22/23 18:57,10,Todo muy facil y rapido
2/22/23 18:53,9,Simple y rapido
2/22/23 18:52,10,Muy claro y eficiente
2/22/23 18:35,10,Muy buena
2/22/23 18:26,10,RAPIDO
2/22/23 18:25,9,PRECIO
2/22/23 18:12,10,SENCILLO RAPIDO PRACTICO ACCESIBLE PARA HACER CAMBIOS TODO ME GUSTO
2/22/23 17:47,10,Buena plataforma
2/22/23 17:45,9,FUE RAPIDO
2/22/23 17:40,10,si
2/22/23 16:52,9,EXCELENTE SERVICIO RAPIDO
2/22/23 16:52,10,MUY BUEN SERVICIO
2/22/23 15:43,10,TODO GENIAL
2/22/23 15:31,10,Por practica y segura.
2/22/23 15:09,9,gracias
2/22/23 14:32,9,ha sido facil el proceso de cambio
2/22/23 13:59,10,ESTAN EN BUEN PRECIO Y ES BUEN SERVICIO Y SALEN EN TIEMPO
2/22/23 13:18,10,por su servicio
2/22/23 7:52,10,MUCHAS GRACIAS
2/22/23 5:33,10,RAPIDO
2/22/23 5:22,9,BUEN PRECIO
2/22/23 4:23,9,"practico ,economico"
2/22/23 4:03,10,Excelente servicio!!!
2/22/23 4:01,10,muy sencillo e intuitivo el website
2/22/23 3:54,10,POR US
2/22/23 3:50,10,Nomas
2/22/23 3:36,10,buen servicio
2/22/23 3:06,9,sitio fácil
2/22/23 2:52,10,excelente servicio
2/22/23 2:22,10,si
2/22/23 2:12,9,porque tienen el sistema mas sencillo de operary eso es muy bueno
2/22/23 2:02,10,"No he tenido contratiempos, espero continuar igual"
2/22/23 1:47,9,han mejorado bastante
2/22/23 1:09,10,El servicio fue muy rápido y claro!
2/22/23 0:58,9,por su facilidad
2/22/23 0:35,10,Gracias
2/22/23 0:13,9,Cambio de vuelos gratuitos y flexibilidad
2/21/23 23:37,10,POR LA PACIENCIA
2/21/23 23:28,10,MUY RAPIDO Y EFICIENTE
2/21/23 23:25,10,ES FACIL REALIZAR MODIFICACIONES Y HACER CHECKIN
2/21/23 23:23,10,PROGRAMA AMIGABLE!
2/21/23 23:12,10,PRACTICO
2/21/23 22:55,10,Excelente servicio
2/21/23 22:53,10,muy eficaz
2/21/23 22:46,10,Facilidad y aparente seguridad
2/21/23 22:22,10,facilidad de procesar reservaciones
2/21/23 22:22,10,exceltne atencion en linea
2/21/23 21:52,10,La página es muy intuitiva
2/21/23 21:27,10,EXCELENTE TODO
2/21/23 21:26,10,muy buenos
2/21/23 21:24,10,porque es muy fácil hacerlo
2/21/23 21:12,9,ME ENCANTA
2/21/23 20:53,9,"Buen servicio, intuitivo"
2/21/23 20:33,10,RAPIDO
2/21/23 20:25,10,"precio, página amigable y fácil hacer cambios y reservaciones"
2/21/23 20:12,10,MUY EFICIENTE SERVICIO Y RAPIDO
2/21/23 19:31,9,Suficiente flexibilidad para realizar la actualización del vuelo
2/21/23 19:30,9,es agil
2/21/23 19:29,10,MUY SENCILLO
2/21/23 19:26,9,"Cada vez mejoran en los procesos, sigan mejorando, falta, pero vamos"
2/21/23 19:25,10,BUENOS PRECIOS
2/21/23 19:22,10,BUENOS PRECIOS
2/21/23 19:19,9,Han mejorado mucho
2/21/23 19:00,10,l
2/21/23 18:47,10,muy clara y facil de manejar el proceso
2/21/23 18:45,10,Facilidad y rapidez
2/21/23 18:37,10,dan claridad en los procedimientos
2/21/23 18:14,9,Por buenos
2/21/23 17:56,10,Servicio conveniente y eficaz
2/21/23 17:56,10,BUENA OPCIONES DE CAMBIO
2/21/23 17:18,9,Muy facil el cambio de itinerario
2/21/23 16:59,10,Muy agil y sencillo.
2/21/23 16:43,10,Ágil y eficiente...
2/21/23 16:38,10,todo muy agil
2/21/23 16:32,10,jb_toystory@hotmail.com
2/21/23 16:23,9,Es amigable la plataforma
2/21/23 16:14,10,BUEN SERVICIO
2/21/23 16:00,10,Porque es muy facil de manejar
2/21/23 15:20,10,Amigable
2/21/23 15:15,10,Rapido y facil
2/21/23 14:48,10,facilidad
2/21/23 14:43,10,Por ser amigable el programa de cambios
2/21/23 14:34,10,fácil de usar
2/21/23 9:45,10,MAGNIFICO SERVICIO!!!!!!!!!!
2/21/23 7:41,10,Los mejores aviones
2/21/23 6:47,10,"SON MUY EFICACES Y AMABLES, SIEMPRE TENGO UNA BUENA EXPERIENCIA VOLANDO CON USTEDES"
2/21/23 6:47,10,La facilidad con la que se puede hacer en línea y el excelente servicio humano que tienen cuando se tiene que llamar.
2/21/23 5:16,10,Son muy eficientes
2/21/23 4:40,9,buena plataforma
2/21/23 4:36,9,Tuve problemas al realizar el pago
2/21/23 4:11,10,EXCELENTE EXCELENTE
2/21/23 3:53,10,"Super, de mucha ayuda, muchísimas gracias!"
2/21/23 3:22,10,super facil y amigable
2/21/23 3:06,10,FACILIDAD
2/21/23 2:55,10,si
2/21/23 2:53,9,Practico y facil
2/21/23 2:52,10,Muy confiable
2/21/23 2:28,10,ES FACIL Y RAPIDO
2/21/23 2:28,10,"Sencillo, rápido y seguro"
2/21/23 1:44,10,EN RAZÓN DE LA ATENCIÓN PRONTA.
2/21/23 0:51,10,TODO RAPIDO FACIL MUY SATISFECHA
2/21/23 0:36,10,fácil acceso a las opciones
2/21/23 0:24,10,Eficientes
2/21/23 0:18,10,MUY ACCESIBLES CON SU MANERA DE OPERAR
2/20/23 23:54,10,Excelente servicio
2/20/23 23:39,10,POR SER MUY EFICIENTES
2/20/23 23:17,10,por la facilidad de escoger de acuerdo a las necesidades
2/20/23 22:31,10,fue un proceso rapido y sencillo
2/20/23 21:49,10,POR QUE ES MUY FACIL
2/20/23 21:43,10,Porque es fácil acceder a los servicios y las indicaciones también son sencillas
2/20/23 21:32,10,muy facil de realizar este procedimiento
2/20/23 21:26,10,servicio muy eficiente precios accesibles
2/20/23 21:25,9,Me costó un poco y me mandan a pago efectiuvo
2/20/23 21:19,9,PRECIO
2/20/23 20:54,10,Facil de manejar
2/20/23 20:54,10,"Por la oportunidad de pagar una reserva y después hacer el pago por lo restante, gracias"
2/20/23 20:40,10,MUY FACIL Y RAPISO TODO EL PROCESO
2/20/23 20:29,10,por ser los mejores
2/20/23 20:28,10,No he batallado
2/20/23 20:21,10,Por Facilidad
2/20/23 20:16,10,Buenos precios
2/20/23 20:11,10,facilidad
2/20/23 20:11,10,ES MUY FACIL Y RAPIDO Y MAS ECONOMICO
2/20/23 19:49,10,Es muy practica la pagina
2/20/23 19:17,10,Eficientes
2/20/23 19:09,10,buen servicio
2/20/23 19:02,10,"Simple, rápido y sin ""letra chiquita"""
2/20/23 18:45,9,no he tenido problemas
2/20/23 18:43,10,Muy amigable el proceso
2/20/23 18:35,10,muy sencilla
2/20/23 18:24,9,EL SITIO ES ACEPTABLE
2/20/23 17:39,9,Porque en los correos mandan descuentos para el equipaje que luego no aparecen.
2/20/23 17:19,10,Página muy amigable
2/20/23 17:10,10,Todo muy fácil
2/20/23 17:06,10,Excelente servicio
2/20/23 17:05,9,..
2/20/23 16:56,9,si
2/20/23 16:46,10,rapidez
2/20/23 16:43,10,Nunca he batallado
2/20/23 15:49,10,todo claro
2/20/23 14:23,10,LO PRACTICO DE SU SITIO WEB Y LA INFORMACION BIEN DESGLOSADA
2/20/23 6:28,10,proceso claro y facil
2/20/23 5:23,10,amigable
2/20/23 5:22,10,AGILIDAD
2/20/23 4:06,10,Flexibilidad
2/20/23 3:17,9,facil compra en linea
2/20/23 2:51,10,Por eficiente
2/20/23 2:19,10,Muy facil de usar
2/20/23 1:59,9,Creo que debería ser más clato en la tarifa del tua
2/20/23 1:51,10,muy rapido
2/20/23 1:22,10,BUENA ATENCION AL CLIENTE
2/20/23 1:22,10,Facilidad de uso
2/20/23 1:19,10,si
2/20/23 0:07,10,muy comodo y practico
2/19/23 23:39,10,Servicio y facilidad de hacerlo
2/19/23 22:44,10,FACIL Y RAPIDO
2/19/23 22:33,10,precios
2/19/23 22:31,10,BENDICIONES
2/19/23 22:27,10,Sistema muy eficiente
2/19/23 22:18,10,Muy practico para navegar el website
2/19/23 22:10,10,Me gusta
2/19/23 21:58,10,MUY FÁCIL Y RÁPIDO
2/19/23 21:35,10,MUY SENCILLO
2/19/23 20:44,10,Excelente servicio
2/19/23 20:44,10,sencillo y rapido
2/19/23 19:39,10,.
2/19/23 18:38,10,"PROCESO MUY AGIL,  Y SENCILLO"
2/19/23 18:20,10,siempre he tenido excelente experiencia
2/19/23 17:43,10,Se ajusta a cualquier contra tiempo que tengamos.
2/19/23 17:11,10,EXCELENTE
2/19/23 16:19,9,"Es fácil y rápido, está bien identificado lo que quieres hacer"
2/19/23 16:04,10,es agil e inuitivo
2/19/23 14:35,9,Es muy conveniente poder pagar el tua posteriormente y asegurar primeramente el vuelo
2/19/23 14:22,10,VUELOS DIRECTOS
2/19/23 7:28,10,"por que fue muy facil, y breve el procedimiento, asi como en cuanto al costo de lo solicitado, gracias."
2/19/23 7:05,10,fue muy ágil la administración de mi reservación
2/19/23 6:31,10,Puntualidad y excelentes precios
2/19/23 6:08,10,Excelente compañía
2/19/23 5:46,9,SENCILLO
2/19/23 5:14,10,"facil, sencillo y rapido"
2/19/23 4:11,9,buen servicio pero aveces se complica con tantos pasos para comprar servicios
2/19/23 4:01,10,RAPIDEZ Y SENCILLEZ
2/19/23 3:52,10,"May practico,rapido y clraro para hacker cam iOS y reservations, me gusta."
2/19/23 3:43,9,Muy accesible el sitio y servicio
2/19/23 1:01,10,porque hay excelentes opciones
2/19/23 0:59,9,Eficiencia
2/19/23 0:58,10,"Muy accesible y amigable ,"
2/19/23 0:50,10,POE QUE NOS LO SOLUCIONA
2/19/23 0:48,10,SATISFECHO
2/19/23 0:24,10,facil y rapido
2/18/23 22:59,10,"FACIL, ACCESIBLE Y COMODO"
2/18/23 22:06,10,"Fue util poder revisar todas las opciones, varias veces antes de tomar una desicion. Sin que generara problemas o confuciones"
2/18/23 21:43,9,rapidez
2/18/23 21:26,10,excelente servicio
2/18/23 21:17,9,MUY RAPIDO Y EFICAZ
2/18/23 21:06,10,FACIL COMPRAR
2/18/23 21:04,10,Es fácil hacerlo
2/18/23 21:02,10,por el servicio
2/18/23 20:26,10,Sencillo
2/18/23 20:03,10,MUY EFICIENTE SERVICIO
2/18/23 19:30,10,Buen servicio
2/18/23 19:23,10,la facilidad de adquirir equipaje
2/18/23 18:17,10,por su buen servicio
2/18/23 18:07,10,es rapido y comodo
2/18/23 17:33,10,"Mu buena atención del personal, página web fácil de usar."
2/18/23 17:28,10,..
2/18/23 17:12,9,Muy practico y conveniente.
2/18/23 15:43,10,excelente plataforma
2/18/23 11:40,9,Facil
2/18/23 9:26,10,Excelente servicio
2/18/23 7:39,9,Facil uso
2/18/23 6:17,10,muy amigable paguna facil de usar
2/18/23 6:04,10,gracias pr la oportunidad
2/18/23 5:55,10,todo okey
2/18/23 5:32,10,buena atención en la pagina web y muy rápido
2/18/23 4:15,10,EL SISTEMA ES MUY AMIGABLE
2/18/23 3:34,9,Aviones nuevos.
2/18/23 3:16,10,sitio sencillo
2/18/23 2:40,10,muy bueno
2/18/23 2:28,9,Rapidez
2/18/23 1:22,9,Buena informacion
2/18/23 0:43,10,BUENA ATENCIÓN Y FACILIDAD DE ACCESO AL VUELO SELECCIONADO
2/17/23 23:12,10,Fácil y rápido
2/17/23 22:55,10,.
2/17/23 22:50,10,Muy facil y rapido
2/17/23 22:33,10,"Gracias, todo bien"
2/17/23 21:18,10,gracias fue muy chido!! me salvaron la vida :)
2/17/23 20:15,10,RAPIDO
2/17/23 19:49,10,XZ
2/17/23 19:49,10,ES SENCILLA LA RESERVACION
2/17/23 19:38,10,vELOCIDAD
2/17/23 18:35,10,por lo comodo que es el proceso de resevaciones y cambios asi como lo oportuno de ñps vuelos
2/17/23 18:30,10,Muy fácil
2/17/23 18:24,10,Gracias.
2/17/23 18:21,10,EXCELENCIA
2/17/23 18:19,9,BIEN
2/17/23 17:58,10,muy rápido y fácil
2/17/23 17:54,9,EFECTIVIDAD
2/17/23 17:43,10,FACIL
2/17/23 17:40,10,"porque me hacen la vida mas facil, su atencion"
2/17/23 17:37,10,siempre he viajado con ustedes
2/17/23 17:36,9,no words
2/17/23 17:32,10,Buena experiencia de usuario
2/17/23 17:25,10,ES LA PRIMERA VEZ ME HA SIDO  FACIL LA RESERACION
2/17/23 17:15,10,Es muy agil
2/17/23 17:13,10,EXCELENTE PRECIO Y SERVICIO
2/17/23 17:13,10,facilidad en los cambios y reembolsos
2/17/23 17:07,10,ME FUE MUY SIMPLE HACER MI CAMBIO
2/17/23 16:55,10,FUE FÁCIL Y RÁPIDO
2/17/23 16:22,10,.
2/17/23 16:18,10,RAPIDEZ
2/17/23 16:06,10,me resolvieron y fué rápido
2/17/23 15:54,10,gracias
2/17/23 15:52,10,EXCELENTE
2/17/23 15:36,10,Ha sido practico y agradable el proceso de cambio de mi vuelo
2/17/23 15:30,9,ME GUSTA
2/17/23 13:44,10,EL PROCESO FUE FACIL DE SEGUIR
2/17/23 5:53,10,Muy practico
2/17/23 5:33,9,PRACTICO
2/17/23 4:06,10,me gusta la app
2/17/23 3:14,10,todo bien
2/17/23 2:51,10,LO HAN HECHO MAS SENCILLO
2/17/23 2:15,9,ES MUY PRACTICA
2/17/23 2:13,10,Buen Precio
2/17/23 1:50,10,Muy fácil y rápido
2/17/23 1:29,10,Es muy fácil cambiar los vuelos! es increíble!
2/17/23 0:56,10,PORQUE AGILIZA LOS CAMBIOS
2/17/23 0:17,10,Exelente
2/16/23 23:42,9,ES SENCILLO
2/16/23 23:25,10,POR EFICIENTES
2/16/23 23:03,9,FUE FACIL EL PROCESO
2/16/23 23:01,9,es bueno
2/16/23 22:06,10,A MI ME AN QUEDADO MUY BIEN SIEMPRE
2/16/23 22:04,10,EXCELENTE SERVICIO
2/16/23 21:57,9,Recibí la atención adecuada
2/16/23 21:55,10,esta bueno
2/16/23 21:33,10,excelente
2/16/23 20:32,10,FUE MUY FACIL
2/16/23 20:30,10,PORQUE ES MUY RAPIDO Y SENCILLO
2/16/23 20:21,10,Fue muy fácil
2/16/23 20:06,10,EXCELENTE SERVICIO
2/16/23 19:28,10,FACILIDAD DE USO
2/16/23 19:26,9,facil y rapído
2/16/23 19:21,10,es sencillo el proceso
2/16/23 19:01,10,SERVICIO
2/16/23 18:53,10,muy rapido y mas economigo
2/16/23 18:48,10,"POR LO AGIL QUE ES EL SISTEMA,HAN MEJORADO"
2/16/23 17:59,10,servicio
2/16/23 17:21,10,Buen servicio al cliente
2/16/23 17:15,10,La plataforma tuvo solución a lo que necesitaba sin tener que llamar o acudir a una centro de atención
2/16/23 17:09,10,Es fácil hacer cambios
2/16/23 16:45,9,RAPIDO
2/16/23 16:21,10,"Son la mejor aerolínea no solo en sus buenos precios, san respuesta rápida y oportuna."
2/16/23 16:08,10,Excelente opcion
2/16/23 15:42,10,todo fue sencillo y claro
2/16/23 15:37,10,Stio de internet muy amigable y facil de utilizar y sobre todo muy util
2/16/23 15:04,10,SÚPER práctico y sencillo
2/16/23 14:59,9,bastante rapido
2/16/23 6:42,10,"Ha sido facil, lento pero facil"
2/16/23 5:44,9,.
2/16/23 5:27,10,me encanta su flexibilidad con los cambios
2/16/23 4:40,10,todo bien
2/16/23 4:13,9,Facil navegación en su página
2/16/23 3:43,10,FACIL DE TRAMITAR
2/16/23 3:27,10,ok
2/16/23 3:25,10,BUENO
2/16/23 3:23,9,costo beneficio
2/16/23 2:56,10,Me gusta mucho1
2/16/23 2:47,10,GRACIAS
2/16/23 2:19,9,Proceso agil e inmediato
2/16/23 2:12,10,puede hacer los cambios que requeria
2/16/23 2:05,10,Muy amigable y rapido
2/16/23 1:42,10,Por la facilidad para realizar cualquier cambio
2/16/23 1:21,10,x18
2/16/23 1:19,10,fue rapido  facil
2/16/23 0:51,10,La sencillez solo falta la compra del I94 para viajar después de 16 millas
2/16/23 0:48,10,Por que es muy práctico y rápido
2/16/23 0:19,10,Buenos precios
2/15/23 23:55,10,TODO BIEN HASTA AHORITA
2/15/23 22:39,10,buen servicio
2/15/23 22:39,10,"siempre precios bajos, muchos destinos :)"
2/15/23 22:23,9,es rápido y sencillo
2/15/23 22:23,10,Es rapido
2/15/23 22:12,9,POR LA COMODIDAD
2/15/23 22:08,10,excelente servicio
2/15/23 21:37,10,Facil
2/15/23 21:34,9,FUE FACIL HACER EL CAMBIO
2/15/23 21:24,10,Excelente servicio
2/15/23 20:40,10,ok
2/15/23 20:38,9,buenas tarifas
2/15/23 19:59,10,Por la sencillez del servicio
2/15/23 19:51,10,rapidez
2/15/23 19:46,9,ES FACIL USAR SU SITIO WEB Y RESUELVEN RAPIDO LOS CAMBIOS QUE SE SOLICITAN
2/15/23 19:39,9,excelente servicio
2/15/23 19:37,10,SE ME HACE EFICIENTE  LA AEROLINEA NO HEMOS TENIDO PROBLEMAS
2/15/23 19:13,10,fAcil de cambiar ITIN
2/15/23 18:35,10,es muy facil y rapido
2/15/23 17:27,10,BUEN SERVICIO
2/15/23 17:27,10,Factibilidad
2/15/23 17:24,10,servicio
2/15/23 17:23,9,precio y oportunidad de pagar la TUA despues
2/15/23 17:20,9,AGIL
2/15/23 17:19,9,EXCELENTE
2/15/23 17:13,10,Todo bien :)
2/15/23 17:12,10,POR SU SEGURIDAD
2/15/23 17:07,10,porque son buenos
2/15/23 16:43,10,si
2/15/23 16:40,9,PRECIOS BAJOS
2/15/23 16:34,9,Muy sencillo comprar
2/15/23 16:30,10,muy claro y ágil
2/15/23 16:25,10,FUE FACIL
2/15/23 16:25,10,Muy practica y facil de usar
2/15/23 16:05,9,FACIL
2/15/23 15:26,9,son economicos
2/15/23 15:16,10,RAPIDEZ
2/15/23 15:15,10,J
