,Date,nps,Comment
12507,2/11/23 20:01,9,es muy amigable
12508,2/11/23 19:59,10,GRACIAS
12509,2/11/23 19:57,9,muy amable la pagina con la informacion del contendo
12510,2/11/23 19:51,9,la facilidad y los precios
12511,2/11/23 19:50,10,feliz
12512,2/11/23 19:47,10,gracias
12513,2/11/23 19:46,9,"TODO MUY BIEN SIEMPRE. MANTENGAN SUS TARIFAS $$$ ACCESIBLES POR FAVOR. gRACIAS, SALUDOS!!!"
12514,2/11/23 19:38,10,Rapido
12515,2/11/23 19:34,10,es muy practica
12516,2/11/23 19:33,9,"es bastante amigable su plataforma, y salvo que me gano el tiempo , todo esta muy bien"
12517,2/11/23 19:30,10,"Never had an issue with the airline, reasonably priced and professional."
12518,2/11/23 19:24,9,el servicio
12519,2/11/23 19:20,10,"Excelente menu, intuitivo, me encanto"
12520,2/11/23 19:03,9,MUY AGIL Y RAPIDO
12521,2/11/23 19:00,10,servicio
12522,2/11/23 18:59,10,Me gusta la facilidad con la que puedo comprar mis vuelos
12523,2/11/23 18:59,10,excelente servicio
12524,2/11/23 18:56,10,ES RAPIDA Y ENTENDIBLE
12525,2/11/23 18:53,10,MUY PRACTICO EL SERVICIO
12526,2/11/23 18:50,9,muy buena
12527,2/11/23 18:49,10,"MUY BUENA APP, SE ENTIENDE FACILMENTE."
12528,2/11/23 18:49,10,EXCELENTE PLATAFORMA DE COMPRA
12529,2/11/23 18:43,10,POR LO AMIGABLE DE RESERVAR POR MI EDAD DE LA TERCERA EDAD QUE SE ME COMPLINCAN LOS PAGOS POR INTERNET
12530,2/11/23 18:42,10,pagina amigable
12532,2/11/23 18:36,10,es fácil comprar los vuelos
12533,2/11/23 18:35,10,Excelente
12534,2/11/23 18:28,10,FUE RAPIDO Y CLARO
12536,2/11/23 18:27,10,SEGURO Y RAPIDO
12537,2/11/23 18:24,9,BUEN SERVICIO
12538,2/11/23 18:10,10,Fue muy facil hacer todo no que tuve que hacer
12539,2/11/23 18:09,10,Buen servicio
12540,2/11/23 18:05,10,Porque tienen muy buen servicio
12541,2/11/23 17:57,10,buenos precios
12542,2/11/23 17:50,10,es muy bueno y practico
12543,2/11/23 17:49,10,Por los meses sin intereses
12544,2/11/23 17:47,10,Muy buen servicio
12545,2/11/23 17:47,9,se tarda
12546,2/11/23 17:24,9,Accesible y entendible
12547,2/11/23 17:21,10,no
12548,2/11/23 17:05,10,La rapidez para hacer una reservacion.
12549,2/11/23 17:00,10,Bien hecho!
12550,2/11/23 16:56,10,POR SERVIVIO
12551,2/11/23 16:56,10,Facilidad y rapidez
12552,2/11/23 16:50,10,LOS PASOS A SEGUIR SON ENTENDIBLES
12553,2/11/23 16:50,10,"Bien, solo el tiempo es poco"
12554,2/11/23 16:46,9,Es amigable y rapido
12555,2/11/23 16:41,10,economico
12556,2/11/23 16:29,9,"Muy bien, solo que al seleccionar el pasajero te tienes que regresar para posicionarte para capturar datos"
12557,2/11/23 16:28,10,Muy fácil de utilizar
12558,2/11/23 16:22,10,POR BUENA
12559,2/11/23 16:14,10,excelente precios
12560,2/11/23 16:08,10,bien
12561,2/11/23 16:07,10,"Excelentes precios, el sistema de reservación en laptop es muy rápido, aunque en la aplicación móvil es más lento"
12562,2/11/23 16:05,10,EXELENTE SERVICIO
12563,2/11/23 16:02,10,pagina accesible para comprar boletos y reservar
12564,2/11/23 16:00,10,"PORQUE ES MUY FACIL, SENCILLO Y RAPIDO Y TIENEN MUYBUENAS OFERTAS"
12565,2/11/23 15:56,10,Muy intuitiva.
12566,2/11/23 15:40,10,Por lo sencillo
12567,2/11/23 15:27,9,BUen servicio
12568,2/11/23 15:24,10,PRACTICA Y RAPIDA
12569,2/11/23 15:22,10,Todo estuvo muy agil
12570,2/11/23 15:15,10,muy sencillo y claro le proceso ademas de rapido
12571,2/11/23 15:14,10,excelente servicio
12572,2/11/23 15:09,9,práctica
12573,2/11/23 14:53,10,muy eficiente
12574,2/11/23 14:48,10,BUENAS OPCIONES
12575,2/11/23 14:47,10,Exelente
12576,2/11/23 14:42,10,Facil y comprensible
12577,2/11/23 14:36,10,OK
12578,2/11/23 14:29,10,excelente plataforma y servicio.
12579,2/11/23 14:02,10,Fácil y rápida de usar
12580,2/11/23 12:31,10,muy fácil el su de su aplicación y muy buenas promociones
12581,2/11/23 11:01,10,buenos precios
12582,2/11/23 10:18,10,very good with everything!!!
12583,2/11/23 8:34,9,es accesible y facil de comprender
12584,2/11/23 8:14,10,rapidez y todo muy bien explicado
12585,2/11/23 8:11,9,muy facil
12586,2/11/23 7:47,10,FACIL Y RAPIDO
12587,2/11/23 7:47,10,PRECIO Y SERVICIO
12588,2/11/23 7:33,9,sin razón
12589,2/11/23 7:17,9,"buen servicio, pagina muy amigable"
12590,2/11/23 7:14,10,asen paro
12591,2/11/23 7:12,10,Sencillo de usar
12592,2/11/23 7:08,9,buen servicio
12593,2/11/23 6:59,10,los precios bajos amo.
12594,2/11/23 6:58,9,es muy facik de usar la plataforma
12595,2/11/23 6:53,10,buen servicio
12596,2/11/23 6:24,10,por que si
12597,2/11/23 6:14,9,bueno
12598,2/11/23 6:11,10,OK
12599,2/11/23 5:50,10,FACIL DE UTILIZAR
12600,2/11/23 5:47,10,accesible y entendible ahhhh y meses
12601,2/11/23 5:45,10,No se que es el TUA
12602,2/11/23 5:41,9,Es una página amigable y fácil de entender y seguir los pasos
12603,2/11/23 5:39,9,FUE MAS FACIL LA PAGINA ACTUAL
12604,2/11/23 5:24,10,es fácil de usar y rápido para la reservación
12605,2/11/23 5:24,10,por eficientes
12606,2/11/23 5:23,10,exelente servicio en linea
12607,2/11/23 5:18,10,Precios accesibles
12608,2/11/23 5:15,9,GRACIAS
12609,2/11/23 5:14,10,AHORA SU PAGINA ES MAS RAPIDA
12610,2/11/23 5:09,10,EXCELENTE SERVICIO
12611,2/11/23 5:05,10,todo chido
12612,2/11/23 5:04,9,"NO PUDE QUITAR EL CARGO DEL EQUIPAJE DE 15KG EN EL VUELO DE IDA, EL CUAL YO NO SELECCIONÉ"
12613,2/11/23 4:56,10,"Amigable, fácil de usar, rápida."
12614,2/11/23 4:55,9,FUE MUY RAPIDO Y LA INFORMACION DE LOS VUELOS Y COMPLEMETOS DE VIAJE CLARA Y PRECISA
12615,2/11/23 4:50,9,Eficacia
12616,2/11/23 4:49,10,POR LA PROMOCIONES Y SERVICIOS CON VALOR AGREGADO QUE BRINDAN.
12617,2/11/23 4:47,10,confiable
12618,2/11/23 4:44,10,Por facilidad de pago y variedad de servicios
12619,2/11/23 4:42,9,Porque es fácil reservar un vuelo.
12620,2/11/23 4:40,10,Es la mejor aerolinea en México con precios realmente justos
12621,2/11/23 4:38,10,OK
12622,2/11/23 4:35,10,Por muy buenos vuelos
12623,2/11/23 4:26,9,ES COMPLICADO
12624,2/11/23 4:22,10,ME PARECE UNA PÁGINA MUY ACCESIBLE
12625,2/11/23 4:21,10,Buena  aplicacion
12627,2/11/23 4:20,10,Facili de usar
12628,2/11/23 4:16,10,Me gusta
12629,2/11/23 4:16,9,Facil para reservar
12630,2/11/23 4:15,10,Excelente
12631,2/11/23 4:03,9,rapido la pagina
12632,2/11/23 3:59,10,aguil y simple
12633,2/11/23 3:47,10,Gracias
12635,2/11/23 3:37,9,todo bien
12636,2/11/23 3:32,10,Facil y rapido
12637,2/11/23 3:28,10,economicos y siempre cumplen
12638,2/11/23 3:27,10,FACIL DE USAR
12639,2/11/23 3:21,10,Simple y claro. ¿Solamente? ¿Por qué no puedo ver el material deportivo que he enumerado?
12640,2/11/23 3:21,10,chidos
12641,2/11/23 3:16,10,La forma de reservacion es muy fluida y facil de entender aparte de los precios bajos que ofrece
12642,2/11/23 3:07,10,Súper precio
12643,2/11/23 3:05,10,Muy fácil y rápido
12644,2/11/23 3:04,9,Es bastante fácil.
12645,2/11/23 3:03,10,Fácil de entender
12646,2/11/23 3:02,10,por seguridad
12648,2/11/23 2:58,10,Excelente..
12649,2/11/23 2:56,10,por su rapidez
12650,2/11/23 2:54,9,es rapida
12651,2/11/23 2:53,10,ok
12652,2/11/23 2:52,10,BUEN SERVICIO
12653,2/11/23 2:51,10,facil
12654,2/11/23 2:51,9,SENCILLA Y PRACTICA
12655,2/11/23 2:48,9,"Esta bien, pero los cargos extras por maleta de mano son innecesarios"
12656,2/11/23 2:41,10,muy practico
12657,2/11/23 2:22,10,buen servicio
12658,2/11/23 2:14,9,ESTA AMIGABLE LA PAGINA
12659,2/11/23 2:13,10,Si
12660,2/11/23 2:12,9,es muy facil y agil la pagina
12661,2/11/23 2:12,9,BIEN
12662,2/11/23 2:07,10,es muy sencilla
12663,2/11/23 2:07,10,muy bien
12664,2/11/23 2:06,9,EXCELENTE Y RÁPIDO
12665,2/11/23 2:02,10,BUEN SERVICIO Y BUENAS TARIFAS
12666,2/11/23 1:48,10,EXCELENTE AEROLINEA
12668,2/11/23 1:38,10,Muy rápido
12669,2/11/23 1:36,10,SUPER FACIL Y RAPIDO
12670,2/11/23 1:32,10,"Muy accesible sin complicaciones , todo muy claro"
12671,2/11/23 1:31,10,Eficiente la forma de comprar
12672,2/11/23 1:22,10,todo bien
12673,2/11/23 1:20,10,facil de usar
12674,2/11/23 1:17,10,Rapidez del tramite
12675,2/11/23 1:11,10,Por la facilidad de pagar TUA después
12676,2/11/23 1:09,10,he viajado con esta aerplinia y muy satisfecha
12677,2/11/23 1:03,10,FUE FACIL Y NADA OCULTO
12678,2/11/23 1:02,9,PORQUE ES MUY FACIL DE HACER TU RESERVACION
12679,2/11/23 1:02,10,Muy sencillo de utilizar
12680,2/11/23 1:00,10,muy facil y rapido
12681,2/11/23 0:57,10,la compra fue muy rapida
12682,2/11/23 0:54,10,MUY SENCILLO BUSCAR UN VUELO Y EFECTUAR EL PAGO
12683,2/11/23 0:49,10,RAPIDEZ
12684,2/11/23 0:49,10,"DE FACIL MANEJO , ES AMIGABLE"
12685,2/11/23 0:48,10,BUENAS OFERTAS
12686,2/11/23 0:45,10,muy barato y flexible
12687,2/11/23 0:43,9,Muy fácil. Gracias
12688,2/11/23 0:42,10,facil
12689,2/11/23 0:41,10,Pagina amigable e intuitiva
12690,2/11/23 0:39,10,la pagina es muy conveniente y fácil de utilizar
12691,2/11/23 0:26,10,Muy rápido
12692,2/11/23 0:25,10,MUY FACIL Y RAPIDO
12693,2/11/23 0:21,10,EXCELENTE SERVICIO
12694,2/11/23 0:19,10,bbb
12695,2/11/23 0:13,10,TODO  BIEN
12696,2/11/23 0:13,9,Porque tiene buenas opciones
12697,2/11/23 0:11,10,BIEN
12698,2/11/23 0:11,10,muy efectivo el acceso los amo
12700,2/11/23 0:08,9,muy buen servico y atencion
12701,2/11/23 0:06,10,POR PRECIO Y COMODIDAD
12702,2/11/23 0:03,10,bien dirigido
12703,2/11/23 0:03,10,woow
12704,2/11/23 0:01,10,muy amigable
12706,2/11/23 0:01,10,FACILIDAD AUN QUE MUCHO TRAMITE PARA PRODUCTOS EXTRA QUE QUIEREN VENDER
12707,2/10/23 23:54,10,RAPIDO
12708,2/10/23 23:52,10,muy facil y barato
12709,2/10/23 23:48,10,buen servicio buenos precios
12710,2/10/23 23:44,10,rapidez
12711,2/10/23 23:44,10,"FACILIDAD DE RESERVA Y PAGO, BUENOS PRECIOS!"
12712,2/10/23 23:43,9,Muy rapida
12713,2/10/23 23:42,10,Porque es intuitiva y fácil de usar
12714,2/10/23 23:41,10,POR QUE ESTA MUY PRACTIACA
12715,2/10/23 23:40,10,PORQUE NO ME FUE NADA DIFICIL
12716,2/10/23 23:40,10,buen servicio
12717,2/10/23 23:35,9,esta bien
12718,2/10/23 23:32,9,eXCELENTE TODO
12719,2/10/23 23:24,10,Por su servicio y su gente
12720,2/10/23 23:11,10,BUENAS TARIFAS Y SERVICIO
12721,2/10/23 23:03,10,gracias
12722,2/10/23 23:00,10,"Prácticos, iinstrucciones amigables."
12723,2/10/23 22:55,10,"economico , facil yrapido"
12724,2/10/23 22:53,10,muy agil y sencilla de usar
12725,2/10/23 22:45,10,buena interfaz
12726,2/10/23 22:45,10,excelente
12727,2/10/23 22:43,10,Muy práctico
12728,2/10/23 22:41,10,muy facil de comprar
12729,2/10/23 22:41,10,"todo bien, solo ser mas explícitos al momento de promocionar sus vuelos, ya los ofrecen muy baratos y al momento de reservar ya salen algo caros"
12730,2/10/23 22:40,10,BUEN SERVICO
12731,2/10/23 22:39,10,Es muy fácil y de ayuda la compra directa
12733,2/10/23 22:37,10,Muy fácil
12734,2/10/23 22:33,10,MUY BIEN TRABAJA LA PAGINA
12735,2/10/23 22:32,10,SERVICIO RAPIDO Y FACIL DE USAR
12736,2/10/23 22:30,9,LA PAGINA ES AMIGABLE
12737,2/10/23 22:30,10,MUY BIEN
12738,2/10/23 22:22,9,Batallé para poner las fechas
12739,2/10/23 22:20,10,los precios como siempre son los mejores  y siempre dan un plus
12740,2/10/23 22:19,10,MUY BUENA
12741,2/10/23 22:17,9,Facil pagina
12742,2/10/23 22:15,9,facil y claro
12743,2/10/23 22:07,10,Creo que la pagina ya esta mucho mas amigable e intuitiva
12744,2/10/23 22:03,10,Muy buen servicio
12745,2/10/23 22:02,10,excelente servicio
12746,2/10/23 22:01,10,fue muy rapido y muy buenos precios
12747,2/10/23 22:00,10,BUEN SERVICIO
12748,2/10/23 21:58,10,EXCELENTE
12749,2/10/23 21:58,9,Muy ágil y fácil de usar
12750,2/10/23 21:56,10,PORQUE ES MUY PRACTICA Y FACIL DE UTILIZAR
12751,2/10/23 21:55,10,COSTOS
12752,2/10/23 21:54,9,La navegación es muy rápida pero hay datos que quise cambiar y no lograba identificar en donde
12753,2/10/23 21:53,9,"buenos precios, pero el proceso de compra es demasiado largo."
12754,2/10/23 21:50,10,"YA  MEJORÓ MUCHO PORQUE NO TE PONEN TODO SELECCIONADO COMO ANTES QUE HABIA QUE QUITAR CADA COSA, SE SENTIA UNO COMO ENGAÑADO. SOLO ES IMPORTANTE QUE SE ACLARE DESDE UN INICIO LO DEL TUA Y LA CANTIDAD"
12755,2/10/23 21:42,10,muy bueno
12756,2/10/23 21:42,10,es muy practica y eficiente
12757,2/10/23 21:38,9,GRACIAS
12758,2/10/23 21:37,10,por que estan mejorando espero no me defrauden retrasando vuelos
12759,2/10/23 21:34,9,muy bieb
12760,2/10/23 21:27,10,Es muy amigable
12761,2/10/23 21:18,10,facil y rapida de usar. los felicito
12762,2/10/23 21:15,9,ES PRACTICO HACERLO POR ESTE MEDIO
12763,2/10/23 21:12,9,POR LOS PRECIOS Y LA FACILIDAD
12764,2/10/23 21:09,10,Fácil
12765,2/10/23 21:04,10,feliz
12766,2/10/23 21:03,9,MUY RAPIDO
12767,2/10/23 20:58,9,Fácil
12768,2/10/23 20:57,10,por chida
12769,2/10/23 20:55,9,RAPIDO Y SEGURO
12770,2/10/23 20:52,10,Porque es muy facil la compra
12771,2/10/23 20:50,10,"RAPIDO, económico"
12772,2/10/23 20:45,9,AGIL
12773,2/10/23 20:43,10,BUEN PRECIO FACIL DE USAR
12774,2/10/23 20:40,10,todo muy bien
12775,2/10/23 20:39,10,"FACIL Y CLARAS TODAS LAS INSTRUCCIONES EN SU PAGINA, TODO SIN PROBLEMAS, ES UN GUSTO RESERVAR ASI, GRACIAS."
12776,2/10/23 20:37,10,excelente
12777,2/10/23 20:37,10,"FUE MUY RAPIDA LA CO,PRA"
12778,2/10/23 20:35,10,Buen precio y fácil reserva
12779,2/10/23 20:35,9,BUEN SERVICIO
12780,2/10/23 20:35,10,excelentes precios con gran cantidad de equipaje
12781,2/10/23 20:30,10,AMIGABLE Y FCIL DE USAR
12782,2/10/23 20:28,10,facil de encontrar lo que buscas
12783,2/10/23 20:17,10,Por eficientes
12784,2/10/23 20:15,9,RAPIDO Y BUENA INFORMACION EN PAGINA
12785,2/10/23 20:13,9,rapidez
12786,2/10/23 20:10,10,Facil de manejar y entender los pasos a seguir
12787,2/10/23 20:10,10,Por la facilidad de escoger varias opciones
12788,2/10/23 20:09,10,POR SU ACCESIBILIDAD
12789,2/10/23 20:08,9,SALEN BUENOS LOS VUELOS Y PRECIOS
12790,2/10/23 20:07,10,FACIL
12791,2/10/23 20:06,10,MUY RAPIDO Y FACIL
12792,2/10/23 20:03,10,muy amigable y clara
12793,2/10/23 20:01,10,excelente servicio
12794,2/10/23 19:59,9,es fácil de usar
12795,2/10/23 19:56,10,Agil e intuitiva aplicación
12796,2/10/23 19:53,10,Tengo 10 anos viajando con vivaaerobus y jamas eh tenido ningun problema.
12797,2/10/23 19:52,10,AGIL
12798,2/10/23 19:49,10,Gracias
12799,2/10/23 19:44,10,es fácil de manipular
12800,2/10/23 19:44,10,FACIL Y RAPIDO
12801,2/10/23 19:42,10,Porque es intuitiva.
12802,2/10/23 19:41,9,Muy práctico.
12803,2/10/23 19:41,10,facil de usar
12804,2/10/23 19:38,10,BUENOS PRECIOS Y HORARIOS
12806,2/10/23 19:36,9,gracias
12807,2/10/23 19:34,10,por sus horarios de vuelos muy convenientes
12808,2/10/23 19:34,9,ok
12809,2/10/23 19:32,10,NUNCA ME HAN FALLADO
12810,2/10/23 19:30,10,Es fácil hacer las reservaciones
12811,2/10/23 19:30,10,Es facil la comunicación con asesores y rapida resolución
12812,2/10/23 19:29,10,Por precio y servicio.
12813,2/10/23 19:19,9,Porque el precio es menor que si lo hago con intermediarios.
12814,2/10/23 19:19,10,No es confusa y da bien las opciones de compra
12815,2/10/23 19:13,9,Economica y facil de trabajar en la pagina
12816,2/10/23 19:11,9,Bien guiada la compra de mi boleto
12817,2/10/23 19:09,9,Es muy rapida. Gracias
12818,2/10/23 19:04,10,"buenos horarios, buenos precios y facilidad en el pago"
12819,2/10/23 18:57,10,facil y rapido
12820,2/10/23 18:56,10,Buen servicio
12821,2/10/23 18:54,10,servicio
12822,2/10/23 18:54,10,todo muy rapido
12823,2/10/23 18:51,10,rapido
12824,2/10/23 18:50,10,economicos
12825,2/10/23 18:48,10,"sI, Excelente servicio."
12826,2/10/23 18:46,10,muy facil el uso de todo y buen precio
12827,2/10/23 18:44,10,Buen servicio y excelentes precios
12828,2/10/23 18:42,10,Todo muy claro en la plataforma
12829,2/10/23 18:40,10,GRACIAS
12830,2/10/23 18:40,9,BUEN SERVICIO
12831,2/10/23 18:38,10,EXCELENTE
12832,2/10/23 18:38,10,en ocasiones es ambigua hasta parece que quieren que nos equivoquemos .... mejor no los recomiendo
12833,2/10/23 18:36,9,he viajado y es muy comodo
12834,2/10/23 18:36,10,GRACIAS
12835,2/10/23 18:35,10,TODO OK
12836,2/10/23 18:34,10,Facil y rapida la compra
12837,2/10/23 18:34,10,por qué dan precios bajos para los mexicanos
12838,2/10/23 18:32,10,excelente
12839,2/10/23 18:28,10,muy practico y sin complicaciones
12840,2/10/23 18:28,10,Muy fácil y segura
12841,2/10/23 18:24,10,"es facil de realizar la compra, instrucciones claras"
12842,2/10/23 18:24,10,MUY BUENOS PRECIOS
12843,2/10/23 18:23,10,FACILIDAD PARA COMPRA Y PRECIOS BAJOS
12844,2/10/23 18:21,10,"buenos precios, métodos de compra sencillos"
12845,2/10/23 18:14,9,LECTURA RAPIDA
12846,2/10/23 18:10,10,gracias
12847,2/10/23 18:10,10,LOS PRECIOS NO SON ALTOS
12848,2/10/23 18:09,10,Vuelos baratos y muy buenos
12849,2/10/23 18:08,10,muy practica
12850,2/10/23 18:07,10,MUY CLARAS SUS ESPECIFICACIONES
12851,2/10/23 18:06,9,Muy claro y facil de accesar todo.
12852,2/10/23 18:01,9,agradable la pagina
12853,2/10/23 17:59,10,"SUPER FACIL DE ADQUIRIR TU VUELO, ESTA SUPER LA PAGINA"
12854,2/10/23 17:58,10,excelente !!!
12855,2/10/23 17:57,10,facilidad
12856,2/10/23 17:54,9,Porque manejan muy buenos precios
12857,2/10/23 17:54,10,super recomendado
12858,2/10/23 17:51,10,SITIO RAPIDO
12859,2/10/23 17:46,10,Ha sido un proceso muy sencillo y amigable
12860,2/10/23 17:40,10,Facilidad de horarios y operación del sitio
12861,2/10/23 17:40,10,Muy fácil
12862,2/10/23 17:35,9,Fue sencillo
12863,2/10/23 17:34,10,"Fácil de utilizar, buenos precios"
12864,2/10/23 17:31,10,facil de encontrar lo que necesitas y de entender lo que se presenta
12865,2/10/23 17:31,10,BUEN SERVICIO
12866,2/10/23 17:29,10,practica y clara
12867,2/10/23 17:29,10,siempre viajo con ustedes
12868,2/10/23 17:28,10,COSTO
12869,2/10/23 17:27,10,The prices are great.
12870,2/10/23 17:24,10,"FACIL, RAPIDO Y ESPECIFICA COSTOS SIN TANTO DOREO Y DE FORMA CLARA TE INDICA QUE INCLUYE Y QUE NO PARA EVITAR SORPRESAS, PORQUE DESPUES ESO ES LO QUE MOLESTA"
12871,2/10/23 17:21,10,Facil de entender :D
12872,2/10/23 17:20,10,Excelentes Precios
12873,2/10/23 17:17,10,buen servicio
12874,2/10/23 17:16,10,super buenos precios muchísimas opciones y fácil de navegar.
12875,2/10/23 17:15,10,horarios variados
12876,2/10/23 17:13,10,Porque considero que es amigable con el usuario.
12877,2/10/23 17:10,9,"FACIL DE COMPRAR, OJALA TE DIERAN LA OPCION DE GUARDAR TU TARJETA SIN EL CODIGO DEL REVERSO POR LOS QUE TENEMOS ACTIVADO NIP PARA COMPRAS EN LINEA"
12878,2/10/23 17:07,10,muysencilloo
12879,2/10/23 17:02,10,fue muy fácil obtener información y llegar al final de la reserva
12880,2/10/23 17:00,10,MUY BUEN SERVICIO
12881,2/10/23 17:00,10,muy facil de navegar
12882,2/10/23 16:59,10,RAPIDEZ
12883,2/10/23 16:59,10,"Es muy facil de entender como interactuar con la pagina web, muy recomendado"
12884,2/10/23 16:58,10,eficiente
12885,2/10/23 16:56,10,muy facil para hacer cambios
12886,2/10/23 16:55,10,Eficacia
12887,2/10/23 16:55,9,"Regularmente viajo a CDMX cada 15 días y lo hago por otra aerolínea pero su página y costo me parecen muy buenos, veremos qué tal los vuelos¡¡"
12888,2/10/23 16:49,10,NO ES NADA COMPLICADO UTILIZAR LA PÁGINA
12889,2/10/23 16:49,9,excelente servicio
12890,2/10/23 16:43,10,"Es muy sencillo saber que opciones tienes para viajar, agregar kg de equipaje y pagar ."
12891,2/10/23 16:41,10,EXCELENTE
12892,2/10/23 16:40,9,MAS PROMOS
12893,2/10/23 16:37,10,Super easy to book :)
12894,2/10/23 16:37,10,Nunca he tenido algun problema con la pagina. Amo viva aerobus.
12895,2/10/23 16:35,10,Muy amigable para el usuario
12896,2/10/23 16:33,10,bien
12897,2/10/23 16:20,10,ES FACIL EL USO LO MALO ES QUE CASI NUCA HAY PROMOCIONES A MESES SIN INTERESES
12898,2/10/23 16:19,10,muy fácil de usar
12899,2/10/23 16:18,10,Por la facilidad de hacer una reserva
12900,2/10/23 16:14,10,PRECIOS ACCESIBLES
12901,2/10/23 16:08,10,BUENA
12902,2/10/23 16:07,9,...
12903,2/10/23 16:02,9,Ya he tenido la experiencia
12904,2/10/23 15:59,10,si claro
12905,2/10/23 15:57,10,SON  LOS DE MEJORV TARIFA Y HORARIOS
12906,2/10/23 15:57,10,Porque es una linea que esta mejorando mucho
12907,2/10/23 15:54,10,"MUY CLARO TODO, FACIL Y SENCILLO"
12908,2/10/23 15:53,10,MUY FACIL
12909,2/10/23 15:49,10,"RAPIDA, AMABLE SENCILLA"
12910,2/10/23 15:43,10,perfecto
12911,2/10/23 15:41,10,Muy amigable su página web
12912,2/10/23 15:35,10,PRECIO Y SERVICIO EXCELENTE
12913,2/10/23 15:22,9,"En Safari sale el erro: ¡Oh, lo sentimos!"
12914,2/10/23 15:12,10,han mejorado mucho
12915,2/10/23 14:56,9,easy
12916,2/10/23 14:53,10,Porque es super simple de navejar.
12917,2/10/23 14:18,10,porque es eficiente
12918,2/10/23 14:14,9,Informacion actualizada
12919,2/10/23 14:12,10,Siempre buen servicio
12920,2/10/23 14:08,10,SEGURO Y CONFIABLE
12921,2/10/23 13:53,10,Facil y muy claro
12922,2/10/23 13:50,10,MUY FACIL HACER LA RESERVA
12923,2/10/23 13:49,10,muy eficiente
12924,2/10/23 13:48,10,es economico y tiene los vuelos a donde viajo
12925,2/10/23 13:47,10,Fàcil de entender y de respuesta.
12926,2/10/23 13:42,10,rápida y sencilla. excelente
12927,2/10/23 13:22,10,Facil
12928,2/10/23 13:21,10,Muy facil los pasos para realiwar la compra
12929,2/10/23 11:04,9,FUE EFICIENTE SOLO ME TARDE 1 HORA
12930,2/10/23 9:21,10,muy facil
12931,2/10/23 9:20,10,"Es barato, pero siempre y cuando no cancelen sus vuelos a última hora"
12932,2/10/23 8:55,10,Fue fácil y a un excelente precio
12933,2/10/23 8:34,9,"la pagina web es muy amigable, lo que si falla mucho es la app"
12934,2/10/23 8:26,10,todo bien y rapida
12935,2/10/23 8:07,10,mamalon
12936,2/10/23 8:02,9,"Muy intuitiva y facil de usar, además excelentes precios los amo mil"
12937,2/10/23 7:35,10,barato
12938,2/10/23 6:59,9,"Fácil y sencillo, información clara"
12939,2/10/23 6:45,9,Pagina sencilla de usar y sin trabarse
12940,2/10/23 6:31,10,buen servicio
12941,2/10/23 6:27,9,Por la facilidad de compra
12942,2/10/23 6:23,10,"RAPIDO, BIEN EXPLICADO Y FACIL"
12943,2/10/23 6:16,10,Muy fácil y rápido
12944,2/10/23 6:14,10,TARIFAS MUY ACCESIBLES
12945,2/10/23 6:07,10,Facil de usar
12946,2/10/23 5:50,10,"MUY PRACTICO, SENCILLO Y RAPIDO"
12947,2/10/23 5:48,10,excelente
12948,2/10/23 5:45,10,Buen servicio y economico
12949,2/10/23 5:40,10,profesionalismo
12950,2/10/23 5:39,10,hasta ahorita todo bin
12951,2/10/23 5:38,10,Excelentes precios y pagina muy entendible
12952,2/10/23 5:38,10,MUY FACIL EL PRESTAMO CON INTERES BAJO
12953,2/10/23 5:34,9,Los costos varian con adicionales
12954,2/10/23 5:27,10,"por costos, gracias"
12955,2/10/23 5:26,10,Se me facilito el seleccionar mi vuelo que necesito
12956,2/10/23 5:19,10,facilidad  de uso
12958,2/10/23 5:14,10,Practico
12959,2/10/23 5:13,10,La página es muy amigable y es extremadamente sencillo adquirir tus vuelos
12960,2/10/23 5:10,10,rapido facil
12961,2/10/23 5:06,10,MUY SENCILLO
12962,2/10/23 4:55,9,muy bueno
12963,2/10/23 4:53,10,no tuve ningún problema
12964,2/10/23 4:52,10,Todo muy amigable para reservar
12965,2/10/23 4:49,10,Ágil
12966,2/10/23 4:45,10,MUY CLARA  Y FACIL DE UTILIZAR
12967,2/10/23 4:43,9,Interfase amigable.
12968,2/10/23 4:43,10,fACIL
12969,2/10/23 4:42,10,todo claro !
12970,2/10/23 4:38,10,muy facil de usar
12971,2/10/23 4:36,9,Excelente servicio
12972,2/10/23 4:36,9,"Por la flexibilidad de los vuelos, pero quisiera que los precios fueran mas económicos."
12973,2/10/23 4:33,10,Por la claridad en el procedimiento
12974,2/10/23 4:31,10,ENCUENTRO VUELOS A BUEN PRECIO
12975,2/10/23 4:31,10,todo muy rapido
12976,2/10/23 4:27,10,MUY SENCILLA MUY CLARA DE USAR Y BUENAS PROMOCIONES
12977,2/10/23 4:19,10,Gracias
12978,2/10/23 4:19,10,es facil de usar
12979,2/10/23 4:18,10,muy facil de manejar y visualizar
12980,2/10/23 4:08,10,Es muy sencillo y claaro
12981,2/10/23 4:08,10,FACIL DE USAR Y YA NO SON TAN MANCHADOS ESCONDIENDO LOS CARGOS ADICIONALES
12982,2/10/23 4:08,9,por el precio
12983,2/10/23 4:06,9,Sitio web fácil de utilizar y buenos precios
12984,2/10/23 3:59,10,"ya son varias las ocasiones en que he comprado voletos en esta pagina y se me hace muy practica, a veces indica que no responde la pagina pero son instantes muy cortos y no te saca de la pagina .....me agrada mucho"
